county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Nelson County,2.8,North Dakota,2004,3406,1008.74,27.12,981.62
Oliver County,3.7,North Dakota,2004,1925,731.19,7.67,723.52
Pembina County,6.1,North Dakota,2004,8088,1121.74,2.99,1118.75
Pierce County,3.3,North Dakota,2004,4450,1082.16,64.34,1017.82
Ramsey County,3.3,North Dakota,2004,11451,1300.88,116.04,1184.85
Ransom County,2.4,North Dakota,2004,5792,864.13,1.38,862.75
Renville County,2.7,North Dakota,2004,2517,892.03,17.27,874.77
Richland County,3,North Dakota,2004,17451,1445.73,9.02,1436.71
Rolette County,7.4,North Dakota,2004,13646,939.33,36.88,902.45
Sargent County,2.1,North Dakota,2004,4060,867.09,8.34,858.75
Sheridan County,5.5,North Dakota,2004,1503,1005.78,34.02,971.75
Sioux County,6.7,North Dakota,2004,4077,1128.3,34.18,1094.12
Slope County,3,North Dakota,2004,732,1219.22,1.28,1217.94
Stark County,2.8,North Dakota,2004,22539,1340.46,2.3,1338.16
Steele County,2,North Dakota,2004,2108,715.49,3.13,712.36
Stutsman County,2.6,North Dakota,2004,21175,2298.26,76.86,2221.4
Towner County,4.2,North Dakota,2004,2553,1041.56,17,1024.55
Traill County,3.2,North Dakota,2004,8353,862.53,0.65,861.89
Walsh County,4.1,North Dakota,2004,11695,1294.11,12.36,1281.74
Ward County,3,North Dakota,2004,58054,2056.25,43.36,2012.88
Wells County,3.9,North Dakota,2004,4625,1290.62,19.34,1271.28
Williams County,2.4,North Dakota,2004,19724,2147.97,77.51,2070.46
Adams County,8.7,Ohio,2004,28328,585.79,1.88,583.91
Allen County,6.5,Ohio,2004,106826,406.88,2.46,404.43
Ashland County,7,Ohio,2004,52852,426.85,2.47,424.37
Ashtabula County,7.3,Ohio,2004,102648,1368.47,666.03,702.44
Athens County,6.5,Ohio,2004,63230,508.54,1.78,506.76
Auglaize County,4.9,Ohio,2004,45932,401.72,0.47,401.25
Belmont County,7,Ohio,2004,70241,541.39,4.04,537.35
Brown County,7.4,Ohio,2004,43995,495.22,3.46,491.76
Butler County,5.6,Ohio,2004,346655,470.2,2.93,467.27
Carroll County,6.5,Ohio,2004,29297,399.01,4.33,394.67
Champaign County,5.7,Ohio,2004,39565,429.71,1.15,428.56
Clark County,6.7,Ohio,2004,141380,403.56,3.7,399.86
Clermont County,5.7,Ohio,2004,187281,457.67,5.68,451.99
Clinton County,6.1,Ohio,2004,41557,412.29,1.41,410.88
Columbiana County,7.5,Ohio,2004,110627,535.18,2.73,532.46
Coshocton County,9.4,Ohio,2004,37421,567.58,3.51,564.07
Crawford County,7.9,Ohio,2004,45776,402.83,0.72,402.11
Cuyahoga County,5.2,Ohio,2004,1346714,1245.56,787.07,458.49
Darke County,6.2,Ohio,2004,53236,600.29,0.49,599.8
Defiance County,6.1,Ohio,2004,39115,414.19,3.03,411.16
Delaware County,4.3,Ohio,2004,141348,455.97,13.56,442.41
Erie County,6.9,Ohio,2004,78596,626.15,371.27,254.88
Fairfield County,5.5,Ohio,2004,136074,508.6,3.49,505.11
Fayette County,6.1,Ohio,2004,28470,407.08,0.5,406.58
Franklin County,5.6,Ohio,2004,1099603,543.32,3.45,539.87
Fulton County,6.2,Ohio,2004,42777,407.32,0.54,406.78
Gallia County,8,Ohio,2004,31029,471.13,2.36,468.78
Geauga County,3.7,Ohio,2004,93218,408.29,4.63,403.66
Greene County,6,Ohio,2004,155442,416.21,1.34,414.88
Guernsey County,7.8,Ohio,2004,40965,528.29,6.39,521.9
Hamilton County,5.8,Ohio,2004,817306,412.78,5.42,407.36
Hancock County,5.3,Ohio,2004,73532,533.6,2.24,531.35
Hardin County,6.7,Ohio,2004,32119,470.54,0.25,470.29
Harrison County,7,Ohio,2004,15856,410.79,7.26,403.53
Henry County,5.8,Ohio,2004,29014,419.98,3.47,416.5
Highland County,6.4,Ohio,2004,42938,557.84,4.56,553.28
Hocking County,8,Ohio,2004,28962,423.6,0.85,422.75
Holmes County,4,Ohio,2004,41370,424.02,1.03,422.99
Huron County,8.2,Ohio,2004,60011,494.52,1.83,492.69
Jackson County,8.5,Ohio,2004,33025,421.5,1.22,420.28
Jefferson County,8,Ohio,2004,71774,410.87,1.27,409.61
Knox County,5.8,Ohio,2004,57995,529.53,2.41,527.12
Lake County,4.3,Ohio,2004,227829,978.87,750.65,228.21
Lawrence County,6.5,Ohio,2004,62169,457.28,2.32,454.96
Licking County,6.2,Ohio,2004,155264,688.38,1.88,686.5
Logan County,5.7,Ohio,2004,46247,466.78,8.34,458.44
Lorain County,4.8,Ohio,2004,292125,923.02,430.52,492.5
Lucas County,7.1,Ohio,2004,451255,595.88,255.42,340.46
Madison County,6,Ohio,2004,41122,466.18,0.74,465.44
Mahoning County,7.6,Ohio,2004,249825,423.38,8.14,415.25
Marion County,6.7,Ohio,2004,66361,404.15,0.3,403.84
Medina County,4.1,Ohio,2004,163048,423.11,1.57,421.55
Meigs County,10.5,Ohio,2004,23506,432.38,2.95,429.42
Mercer County,4.3,Ohio,2004,40889,473.29,10.03,463.27
Miami County,5.9,Ohio,2004,100775,409.22,2.18,407.04
Monroe County,11.1,Ohio,2004,15113,457.46,1.92,455.54
Montgomery County,6.9,Ohio,2004,549713,464.34,2.67,461.68
Morgan County,10.3,Ohio,2004,15130,421.86,4.2,417.66
Morrow County,6.3,Ohio,2004,34025,407.36,1.13,406.22
Muskingum County,9,Ohio,2004,85589,672.59,7.97,664.63
Noble County,8.3,Ohio,2004,14352,404.59,5.59,399
Ottawa County,8.9,Ohio,2004,41564,585.12,330.17,254.95
Paulding County,5.8,Ohio,2004,19803,418.9,2.64,416.26
Perry County,9.2,Ohio,2004,35117,412.59,2.82,409.78
Pickaway County,7.7,Ohio,2004,52238,506.79,4.88,501.91
Pike County,10.2,Ohio,2004,28427,443.94,2.46,441.49
Portage County,5.8,Ohio,2004,156774,507.11,14.72,492.39
Preble County,6.5,Ohio,2004,42613,426.33,1.52,424.8
Putnam County,5.9,Ohio,2004,34680,484.23,0.36,483.87
Richland County,7.3,Ohio,2004,128094,500.33,3.45,496.88
Ross County,8.3,Ohio,2004,75251,692.96,4.55,688.41
Sandusky County,6.5,Ohio,2004,61930,417.77,8.59,409.18
Scioto County,8.8,Ohio,2004,77788,616.07,3.8,612.27
Seneca County,6.6,Ohio,2004,57857,552.37,1.78,550.59
Shelby County,5,Ohio,2004,48791,411.03,1.76,409.27
Stark County,6.7,Ohio,2004,376663,580.91,4.77,576.14
Summit County,6.2,Ohio,2004,545037,420.06,7.34,412.72
Trumbull County,7.9,Ohio,2004,219540,634.72,18.24,616.48
Tuscarawas County,5.8,Ohio,2004,92348,571.48,3.91,567.58
Union County,5.2,Ohio,2004,45819,436.98,0.33,436.65
Van Wert County,5.3,Ohio,2004,29322,410.49,0.4,410.09
Vinton County,7.9,Ohio,2004,13308,414.96,0.88,414.08
Warren County,5.2,Ohio,2004,188904,407.14,7.51,399.63
Washington County,6.3,Ohio,2004,62924,640.15,5,635.15
Wayne County,5.6,Ohio,2004,113240,556.31,0.96,555.36
Williams County,6.4,Ohio,2004,38719,423.05,1.31,421.74
Wood County,5.8,Ohio,2004,124149,620.54,3.22,617.32
Wyandot County,5.3,Ohio,2004,22914,407.62,2.01,405.61
Adair County,5.4,Oklahoma,2004,21589,577.03,1.36,575.67
Alfalfa County,4.3,Oklahoma,2004,5785,881.44,14.79,866.65
Atoka County,5.6,Oklahoma,2004,14046,990,11.71,978.29
Beaver County,3.2,Oklahoma,2004,5577,1817.58,3.22,1814.36
Beckham County,3.1,Oklahoma,2004,18580,904.14,2.31,901.83
Blaine County,4.5,Oklahoma,2004,12277,938.88,10.45,928.43
Bryan County,3.9,Oklahoma,2004,37887,943.43,34.63,908.8
Caddo County,5.5,Oklahoma,2004,29470,1290.31,11.98,1278.33
Canadian County,3.7,Oklahoma,2004,96101,905.17,5.45,899.71
Carter County,4.6,Oklahoma,2004,46218,833.72,9.93,823.79
Cherokee County,4.4,Oklahoma,2004,44437,776.4,25.37,751.04
Choctaw County,6.5,Oklahoma,2004,15292,800.68,26.75,773.93
Cimarron County,3,Oklahoma,2004,2707,1841.17,6.13,1835.04
Cleveland County,3.8,Oklahoma,2004,225447,558.34,22.23,536.11
Coal County,8.3,Oklahoma,2004,5880,521.3,3.07,518.22
Comanche County,4.5,Oklahoma,2004,116000,1083.82,14.48,1069.35
Cotton County,3.9,Oklahoma,2004,6341,641.94,5.31,636.64
Craig County,4.6,Oklahoma,2004,14739,762.71,1.68,761.03
Creek County,5.6,Oklahoma,2004,67843,969.77,14.23,955.53
Custer County,3.2,Oklahoma,2004,25631,1002,15.49,986.51
Delaware County,5,Oklahoma,2004,38998,792.33,51.68,740.65
Dewey County,3.4,Oklahoma,2004,4685,1008.26,8.13,1000.13
Ellis County,3,Oklahoma,2004,3998,1231.84,2.7,1229.14
Garfield County,3.7,Oklahoma,2004,57459,1059.94,1.55,1058.39
Garvin County,4.2,Oklahoma,2004,26942,813.66,6.18,807.49
Grady County,4.5,Oklahoma,2004,48167,1105.3,4.34,1100.96
Grant County,3.8,Oklahoma,2004,4789,1003.61,3.05,1000.56
Greer County,6.2,Oklahoma,2004,6031,643.66,4.3,639.36
Harmon County,4.2,Oklahoma,2004,2936,538.56,0.74,537.82
Harper County,3,Oklahoma,2004,3465,1040.96,1.96,1039
Haskell County,4.9,Oklahoma,2004,12129,625.27,48.24,577.03
Hughes County,6.9,Oklahoma,2004,13660,814.64,7.9,806.73
Jackson County,4.1,Oklahoma,2004,27480,804.15,1.47,802.68
Jefferson County,5.5,Oklahoma,2004,6498,773.83,15.07,758.75
Johnston County,5.1,Oklahoma,2004,10459,658.29,13.78,644.5
Kay County,5.4,Oklahoma,2004,46903,945.12,26.42,918.7
Kingfisher County,3.1,Oklahoma,2004,14223,905.96,2.96,903
Kiowa County,4.7,Oklahoma,2004,9885,1030.66,16.1,1014.56
Latimer County,5.8,Oklahoma,2004,10763,729.12,6.95,722.17
Le Flore County,4.7,Oklahoma,2004,48623,1608.03,22.2,1585.82
Lincoln County,4.7,Oklahoma,2004,32875,965.62,7.88,957.74
Logan County,4,Oklahoma,2004,35842,748.92,4.46,744.45
Love County,4.1,Oklahoma,2004,9044,531.94,16.56,515.38
Major County,3.4,Oklahoma,2004,7423,957.87,1.11,956.76
Marshall County,4.5,Oklahoma,2004,14149,426.95,55.84,371.11
Mayes County,5.3,Oklahoma,2004,39331,683.51,27.37,656.14
McClain County,4.2,Oklahoma,2004,29350,580.13,10.46,569.67
McCurtain County,7.1,Oklahoma,2004,33282,1901.32,49.07,1852.26
McIntosh County,6.6,Oklahoma,2004,19597,712.48,92.48,620.01
Murray County,4.1,Oklahoma,2004,12681,424.92,6.67,418.25
Muskogee County,6.6,Oklahoma,2004,69592,838.99,25.14,813.85
Noble County,4,Oklahoma,2004,11475,742.44,10.54,731.9
Nowata County,5.7,Oklahoma,2004,10629,580.87,15.92,564.95
Okfuskee County,7.7,Oklahoma,2004,11925,628.91,4.15,624.76
Oklahoma County,4.5,Oklahoma,2004,677742,718.31,9.22,709.09
Okmulgee County,6.7,Oklahoma,2004,39731,702.32,5.34,696.97
Osage County,5.1,Oklahoma,2004,45874,2303.8,53,2250.8
Ottawa County,5.4,Oklahoma,2004,32530,484.73,13.41,471.32
Pawnee County,5.8,Oklahoma,2004,16547,594.87,25.43,569.44
Payne County,3.8,Oklahoma,2004,72244,697.13,10.79,686.34
Pittsburg County,5.2,Oklahoma,2004,44029,1377.85,71.91,1305.94
Pontotoc County,5.1,Oklahoma,2004,35097,725.45,5.82,719.64
Pottawatomie County,5.3,Oklahoma,2004,67072,793.26,5.57,787.7
Pushmataha County,5.8,Oklahoma,2004,11470,1422.78,25.47,1397.31
Roger Mills County,2.7,Oklahoma,2004,3308,1146.46,4.58,1141.87
Rogers County,4.5,Oklahoma,2004,79069,711.44,36.49,674.95
Seminole County,8.4,Oklahoma,2004,24801,640.57,8.06,632.51
Sequoyah County,5.5,Oklahoma,2004,40412,714.88,41.06,673.82
Stephens County,4.4,Oklahoma,2004,43061,891.12,17.08,874.04
Texas County,3.7,Oklahoma,2004,19693,2048.81,11.66,2037.16
Tillman County,5.2,Oklahoma,2004,8668,879.21,7.25,871.97
Tulsa County,4.4,Oklahoma,2004,566140,587.02,16.72,570.3
Wagoner County,4.5,Oklahoma,2004,62800,590.99,28.07,562.91
Washington County,4.5,Oklahoma,2004,48997,424.15,7.34,416.82
Washita County,3.6,Oklahoma,2004,11202,1009.07,5.73,1003.35
Woods County,7.8,Oklahoma,2004,8676,1290.07,3.51,1286.57
Woodward County,3.5,Oklahoma,2004,18935,1246.01,3.71,1242.3
Baker County,7.8,Oregon,2004,16272,3088.43,20.32,3068.12
Benton County,4.9,Oregon,2004,80149,678.97,2.51,676.46
Clackamas County,5.9,Oregon,2004,355758,1879.01,10.83,1868.17
Clatsop County,6.7,Oregon,2004,35912,1084.75,257.52,827.23
Columbia County,8.1,Oregon,2004,46192,688.33,31.61,656.72
Coos County,8.3,Oregon,2004,63208,1806.38,205.9,1600.48
Crook County,7.6,Oregon,2004,20643,2987.41,8.03,2979.38
Curry County,7.1,Oregon,2004,22473,1988.57,361.19,1627.38
Deschutes County,6.2,Oregon,2004,133756,3054.77,36.61,3018.15
Douglas County,8.3,Oregon,2004,103965,5133.83,97.21,5036.62
Gilliam County,6.3,Oregon,2004,1860,1222.84,18.77,1204.07
Grant County,9,Oregon,2004,7415,4529.32,0.71,4528.6
Harney County,8.2,Oregon,2004,7312,10226.49,92.16,10134.33
Hood River County,7.1,Oregon,2004,20835,533.56,11.21,522.35
Jackson County,6.2,Oregon,2004,192185,2801.77,16.57,2785.19
Jefferson County,6,Oregon,2004,20339,1791.17,10.38,1780.78
Josephine County,7.7,Oregon,2004,79729,1641.63,2.04,1639.59
Klamath County,8.3,Oregon,2004,64841,6135.75,191.56,5944.19
Lake County,9.6,Oregon,2004,7576,8358.47,222.71,8135.75
Lane County,6.6,Oregon,2004,332327,4721.79,167.79,4554
Lincoln County,7.6,Oregon,2004,44877,1193.79,214.23,979.57
Linn County,8.5,Oregon,2004,106799,2310.15,17.97,2292.18
Malheur County,7.9,Oregon,2004,31250,9929.99,42.9,9887.09
Marion County,7,Oregon,2004,297139,1194.13,10.18,1183.95
Morrow County,7.9,Oregon,2004,11275,2048.53,16.15,2032.38
Multnomah County,6.8,Oregon,2004,672526,465.65,30.42,435.23
Polk County,5.7,Oregon,2004,66569,744.15,3.12,741.03
Sherman County,10,Oregon,2004,1682,831.2,8,823.21
Tillamook County,7,Oregon,2004,24780,1332.78,230.63,1102.15
Umatilla County,7.2,Oregon,2004,73463,3231.25,15.99,3215.26
Union County,6.6,Oregon,2004,24513,2038.55,2,2036.55
Wallowa County,7.7,Oregon,2004,6899,3151.69,6.36,3145.34
Wasco County,9.3,Oregon,2004,23817,2395.32,14.28,2381.05
Washington County,5.6,Oregon,2004,480207,726.38,2.63,723.75
Wheeler County,6.7,Oregon,2004,1473,1715.46,0.55,1714.92
Yamhill County,6.7,Oregon,2004,89447,718.36,2.79,715.56
Adams County,3.6,Pennsylvania,2004,97300,521.52,1.51,520.01
Allegheny County,4.8,Pennsylvania,2004,1247531,744.71,14.54,730.17
Armstrong County,6.7,Pennsylvania,2004,71404,664.44,10.51,653.93
Beaver County,5.3,Pennsylvania,2004,176395,443.9,9.69,434.21
Bedford County,8.3,Pennsylvania,2004,49829,1017.4,2.89,1014.51
Berks County,4.7,Pennsylvania,2004,390848,865.67,6.79,858.88
Blair County,5.3,Pennsylvania,2004,127194,527.11,1.31,525.8
Bradford County,4.6,Pennsylvania,2004,62386,1161.03,10.37,1150.67
Bucks County,4.1,Pennsylvania,2004,613763,622.11,14.74,607.38
Butler County,5.3,Pennsylvania,2004,178912,794.79,6.26,788.53
Cambria County,6.5,Pennsylvania,2004,147886,693.43,5.41,688.02
Cameron County,8,Pennsylvania,2004,5535,398.6,1.44,397.16
Carbon County,5.6,Pennsylvania,2004,61274,387.23,6.2,381.04
Centre County,4.2,Pennsylvania,2004,144238,1111.85,4.32,1107.53
Chester County,3.3,Pennsylvania,2004,462902,759.81,3.84,755.97
Clarion County,5.2,Pennsylvania,2004,40509,608.95,6.51,602.44
Clearfield County,6.4,Pennsylvania,2004,82040,1153.8,6.49,1147.32
Clinton County,6.1,Pennsylvania,2004,38227,898.09,7.23,890.87
Columbia County,5.9,Pennsylvania,2004,65337,489.79,4.24,485.55
Crawford County,6,Pennsylvania,2004,89682,1037.74,25.01,1012.72
Cumberland County,3.6,Pennsylvania,2004,221225,551.14,0.98,550.17
Dauphin County,4.3,Pennsylvania,2004,256194,557.53,32.24,525.29
Delaware County,4.6,Pennsylvania,2004,551508,190.74,6.53,184.21
Elk County,5.2,Pennsylvania,2004,33835,832.23,3.58,828.65
Erie County,5.6,Pennsylvania,2004,277864,1558.4,756.46,801.95
Fayette County,7.7,Pennsylvania,2004,143494,798,7.86,790.14
Forest County,10.9,Pennsylvania,2004,6118,431.4,3.28,428.12
Franklin County,3.3,Pennsylvania,2004,135742,772.63,0.71,771.92
Fulton County,4.2,Pennsylvania,2004,14471,438.03,0.46,437.57
Greene County,5.9,Pennsylvania,2004,39464,577.95,2.09,575.86
Huntingdon County,6.7,Pennsylvania,2004,45790,889.03,14.98,874.05
Indiana County,6,Pennsylvania,2004,89041,834.29,5.02,829.27
Jefferson County,5.9,Pennsylvania,2004,45418,656.87,1.39,655.48
Juniata County,4,Pennsylvania,2004,23767,393.57,1.98,391.59
Lackawanna County,5.5,Pennsylvania,2004,211861,464.51,5.88,458.63
Lancaster County,3.5,Pennsylvania,2004,489977,983.81,34.75,949.06
Lawrence County,5.9,Pennsylvania,2004,93250,362.76,2.3,360.46
Lebanon County,3.7,Pennsylvania,2004,124644,362.6,0.74,361.86
Lehigh County,5,Pennsylvania,2004,326138,348.34,1.68,346.66
Luzerne County,6.3,Pennsylvania,2004,315439,907.13,16.32,890.81
Lycoming County,5.7,Pennsylvania,2004,117911,1243.77,8.91,1234.85
Mc Kean County,5.9,Pennsylvania,2004,44582,984.17,2.6,981.57
Mercer County,6.2,Pennsylvania,2004,119113,682.57,10.76,671.82
Mifflin County,5.6,Pennsylvania,2004,46313,414.6,2.75,411.86
Monroe County,5.7,Pennsylvania,2004,158181,617.42,8.92,608.5
Montgomery County,3.7,Pennsylvania,2004,776493,487.45,4.33,483.12
Montour County,5.5,Pennsylvania,2004,18174,132.3,1.55,130.75
Northampton County,5.1,Pennsylvania,2004,281374,377.36,3.56,373.8
Northumberland County,5.9,Pennsylvania,2004,93692,477.38,17.47,459.91
Perry County,4.8,Pennsylvania,2004,44463,555.77,2.25,553.52
Philadelphia County,6.8,Pennsylvania,2004,1492882,142.64,7.55,135.09
Pike County,5.6,Pennsylvania,2004,52293,566.64,19.83,546.81
Potter County,6.7,Pennsylvania,2004,18067,1081.42,0.25,1081.17
Schuylkill County,6.2,Pennsylvania,2004,147081,782.61,4.25,778.36
Snyder County,4.1,Pennsylvania,2004,38519,332.16,0.95,331.2
Somerset County,6.2,Pennsylvania,2004,79402,1081.17,6.51,1074.66
Sullivan County,6,Pennsylvania,2004,6554,452.35,2.41,449.94
Susquehanna County,5.2,Pennsylvania,2004,42930,832.4,9.54,822.86
Tioga County,5.8,Pennsylvania,2004,41724,1137.3,3.58,1133.73
Union County,5,Pennsylvania,2004,43287,317.12,0.39,316.73
Venango County,5.9,Pennsylvania,2004,56196,683.02,7.98,675.04
Warren County,5.4,Pennsylvania,2004,42667,897.81,14.36,883.45
Washington County,5.2,Pennsylvania,2004,204090,860.95,3.86,857.09
Wayne County,5,Pennsylvania,2004,49423,750.54,21.32,729.22
Westmoreland County,5.5,Pennsylvania,2004,367281,1036.34,10.86,1025.48
Wyoming County,5.8,Pennsylvania,2004,28195,404.79,7.59,397.2
York County,4,Pennsylvania,2004,401403,910.25,5.8,904.45
Bristol County,3.7,Rhode Island,2004,52213,44.71,20.03,24.68
Kent County,4.3,Rhode Island,2004,170539,188.1,17.92,170.17
Newport County,4,Rhode Island,2004,85509,313.64,209.59,104.05
Providence County,4.7,Rhode Island,2004,638358,435.82,22.56,413.27
Washington County,3.5,Rhode Island,2004,127960,562.77,230.02,332.75
Abbeville County,8.3,South Carolina,2004,26235,511.05,3.02,508.03
Aiken County,5.4,South Carolina,2004,148746,1080.46,7.79,1072.66
Allendale County,10,South Carolina,2004,11049,412.58,4.38,408.2
Anderson County,7.1,South Carolina,2004,173539,757.45,39.43,718.02
Bamberg County,8.1,South Carolina,2004,16322,395.47,2.22,393.25
Barnwell County,9.4,South Carolina,2004,22980,557.25,8.84,548.41
Beaufort County,5,South Carolina,2004,136331,922.88,336.03,586.86
Berkeley County,5.4,South Carolina,2004,151789,1228.07,130.35,1097.72
Calhoun County,9,South Carolina,2004,15247,392.34,12.11,380.22
Charleston County,5.3,South Carolina,2004,328105,1358.11,439.61,918.51
Cherokee County,8.5,South Carolina,2004,53642,397.28,4.59,392.69
Chester County,9.1,South Carolina,2004,33633,586.16,5.64,580.52
Chesterfield County,9.8,South Carolina,2004,44348,805.78,7.18,798.6
Clarendon County,9.6,South Carolina,2004,33622,695.66,88.46,607.21
Colleton County,7.6,South Carolina,2004,38672,1133.21,76.86,1056.36
Darlington County,8.4,South Carolina,2004,68155,566.78,5.63,561.14
Dillon County,9.4,South Carolina,2004,31241,406.54,1.7,404.84
Dorchester County,5.2,South Carolina,2004,107337,576.69,1.96,574.73
Edgefield County,6.2,South Carolina,2004,25819,506.54,4.64,501.89
Fairfield County,7.4,South Carolina,2004,24273,709.93,23.34,686.59
Florence County,8.6,South Carolina,2004,129855,803.74,3.9,799.84
Georgetown County,9.3,South Carolina,2004,59176,1035,220.16,814.83
Greenville County,5.8,South Carolina,2004,399319,794.96,4.88,790.08
Greenwood County,8.6,South Carolina,2004,67255,462.94,7.42,455.52
Hampton County,9,South Carolina,2004,21072,562.63,2.85,559.78
Horry County,6.2,South Carolina,2004,219094,1254.96,121.28,1133.68
Jasper County,5.4,South Carolina,2004,21456,699.79,43.67,656.12
Kershaw County,6.5,South Carolina,2004,55415,740.25,14,726.26
Lancaster County,8.2,South Carolina,2004,65079,555.29,6.3,548.99
Laurens County,6.5,South Carolina,2004,67784,723.98,8.87,715.11
Lee County,9.1,South Carolina,2004,20157,411.3,1,410.3
Lexington County,4.9,South Carolina,2004,230832,757.88,58.63,699.25
Marion County,13.7,South Carolina,2004,34577,494.09,5.03,489.06
Marlboro County,12.1,South Carolina,2004,28351,485.28,5.57,479.71
McCormick County,10.6,South Carolina,2004,9982,393.85,34.29,359.56
