county,nov_rate,state,year,2004_pop_est,total area sqmi,water area,land area
Butte County,3.3,South Dakota,2004,9284,2266.36,17.84,2248.51
Campbell County,3.5,South Dakota,2004,1647,771.34,35.54,735.79
Charles Mix County,4.1,South Dakota,2004,9055,1150.19,52.61,1097.57
Clark County,4.1,South Dakota,2004,3897,967.79,9.87,957.92
Clay County,3.2,South Dakota,2004,13449,416.7,5.1,411.6
Codington County,3.5,South Dakota,2004,26254,717.08,29.41,687.67
Corson County,7.2,South Dakota,2004,4256,2529.42,56.48,2472.93
Custer County,4.3,South Dakota,2004,7795,1559.14,1.45,1557.69
Davison County,3.1,South Dakota,2004,19104,436.78,1.34,435.44
Day County,5.3,South Dakota,2004,5879,1091.21,62.63,1028.57
Deuel County,4.1,South Dakota,2004,4345,636.72,13.17,623.55
Dewey County,6.7,South Dakota,2004,5722,2445.67,143.03,2302.64
Douglas County,3.1,South Dakota,2004,3280,434.13,0.6,433.53
Edmunds County,3.4,South Dakota,2004,4111,1151.16,5.58,1145.58
Fall River County,4.9,South Dakota,2004,7178,1749.14,9.28,1739.86
Faulk County,3.7,South Dakota,2004,2440,1005.69,5.55,1000.14
Grant County,4.2,South Dakota,2004,7582,687.91,5.4,682.51
Gregory County,3.4,South Dakota,2004,4431,1053.45,37.51,1015.93
Haakon County,3.4,South Dakota,2004,2080,1827.22,14.26,1812.97
Hamlin County,3.8,South Dakota,2004,5559,537.96,31.1,506.86
Hand County,3.3,South Dakota,2004,3415,1440.21,3.63,1436.58
Hanson County,3,South Dakota,2004,3503,435.64,0.87,434.76
Harding County,3.2,South Dakota,2004,1278,2677.58,7.08,2670.5
Hughes County,3,South Dakota,2004,16573,800.29,59.37,740.92
Hutchinson County,3.5,South Dakota,2004,7660,814.37,1.55,812.82
Hyde County,3.7,South Dakota,2004,1616,866.59,5.62,860.97
Jackson County,7.5,South Dakota,2004,2939,1871.24,2.12,1869.13
Jerauld County,3.2,South Dakota,2004,2102,532.63,2.72,529.91
Jones County,3.2,South Dakota,2004,1068,971.66,1.14,970.52
Kingsbury County,4,South Dakota,2004,5311,863.67,25.3,838.37
Lake County,3.7,South Dakota,2004,10612,575.06,11.83,563.23
Lawrence County,3.4,South Dakota,2004,22610,800.31,0.28,800.04
Lincoln County,2.8,South Dakota,2004,32343,578.59,0.5,578.09
Lyman County,4.4,South Dakota,2004,3827,1707.06,67.1,1639.96
Marshall County,3.9,South Dakota,2004,4542,885.63,47.92,837.71
McCook County,3.3,South Dakota,2004,5805,577.16,2.64,574.52
McPherson County,4.2,South Dakota,2004,2663,1151.85,14.91,1136.94
Meade County,3.7,South Dakota,2004,25064,3482.46,11.82,3470.63
Mellette County,5.1,South Dakota,2004,2014,1309.75,3.26,1306.49
Miner County,4.5,South Dakota,2004,2551,571.99,1.65,570.34
Minnehaha County,3.4,South Dakota,2004,155648,813.69,4.01,809.67
Moody County,4.3,South Dakota,2004,6514,521.1,1.43,519.67
Pennington County,3.6,South Dakota,2004,92560,2784.31,8.16,2776.15
Perkins County,3.5,South Dakota,2004,3046,2890.71,19.09,2871.62
Potter County,3.4,South Dakota,2004,2516,898.43,31.94,866.49
Roberts County,4.4,South Dakota,2004,10033,1135.35,34.08,1101.28
Sanborn County,3.3,South Dakota,2004,2541,570.21,1.2,569.01
Shannon County,8.1,South Dakota,2004,12983,2096.65,2.77,2093.88
Spink County,3.4,South Dakota,2004,6886,1510.05,6.18,1503.87
Stanley County,3.3,South Dakota,2004,2843,1516.99,73.71,1443.28
Sully County,2.3,South Dakota,2004,1410,1070.36,63.46,1006.9
Todd County,5.4,South Dakota,2004,9452,1390.9,2.78,1388.12
Tripp County,3.5,South Dakota,2004,6069,1617.4,3.88,1613.52
Turner County,3.4,South Dakota,2004,8532,617.45,0.63,616.82
Union County,4.5,South Dakota,2004,13002,467.08,6.7,460.38
Walworth County,4.7,South Dakota,2004,5525,744.22,36.41,707.81
Yankton County,3.5,South Dakota,2004,21869,532.62,11.07,521.55
Ziebach County,8.4,South Dakota,2004,2631,1971.05,8.72,1962.33
Anderson County,5.3,Tennessee,2004,71587,344.82,7.31,337.51
Bedford County,5,Tennessee,2004,40558,474.83,1.17,473.67
Benton County,8,Tennessee,2004,16517,436.2,41.37,394.84
Bledsoe County,7.6,Tennessee,2004,12610,406.71,0.4,406.32
Blount County,4.6,Tennessee,2004,113151,566.65,8.08,558.56
Bradley County,5.1,Tennessee,2004,91814,331.5,2.78,328.72
Campbell County,6.3,Tennessee,2004,40371,498.25,18.19,480.07
Cannon County,4.6,Tennessee,2004,13114,265.71,0.06,265.64
Carroll County,8.1,Tennessee,2004,29104,599.86,0.84,599.02
Carter County,5.8,Tennessee,2004,57532,347.62,6.57,341.05
Cheatham County,4.7,Tennessee,2004,37256,307.13,4.47,302.66
Chester County,5.5,Tennessee,2004,16225,288.74,0.22,288.52
Claiborne County,5.6,Tennessee,2004,30830,441.55,7.27,434.28
Clay County,9.6,Tennessee,2004,7947,259.25,23.14,236.11
Cocke County,7.3,Tennessee,2004,34393,443.15,8.75,434.4
Coffee County,5,Tennessee,2004,50077,434.46,5.62,428.84
Crockett County,7.4,Tennessee,2004,14434,265.47,0.21,265.27
Cumberland County,6.2,Tennessee,2004,50584,684.95,3.34,681.61
Davidson County,4.7,Tennessee,2004,583013,526.11,23.85,502.26
Decatur County,7.2,Tennessee,2004,11655,344.91,11.01,333.9
Dekalb County,5.3,Tennessee,2004,18051,328.98,24.41,304.57
Dickson County,5.4,Tennessee,2004,45727,491.28,1.42,489.87
Dyer County,6.3,Tennessee,2004,37520,526.48,15.98,510.5
Fayette County,7.7,Tennessee,2004,33005,706.23,1.73,704.5
Fentress County,6.3,Tennessee,2004,16959,498.97,0.33,498.64
Franklin County,5.2,Tennessee,2004,40359,575.77,21.25,554.52
Gibson County,9.7,Tennessee,2004,47834,603.59,0.92,602.67
Giles County,7.2,Tennessee,2004,29382,611.17,0.25,610.93
Grainger County,6,Tennessee,2004,21502,302.44,22.11,280.33
Greene County,7,Tennessee,2004,65364,624.11,2.42,621.69
Grundy County,6.4,Tennessee,2004,14146,361.14,0.58,360.56
Hamblen County,5.2,Tennessee,2004,59114,175.77,14.74,161.03
Hamilton County,4.6,Tennessee,2004,315396,575.72,33.28,542.44
Hancock County,8.8,Tennessee,2004,6739,223.5,1.21,222.29
Hardeman County,9.2,Tennessee,2004,27816,670.39,2.84,667.55
Hardin County,7.7,Tennessee,2004,25514,596.31,18.45,577.86
Hawkins County,5.6,Tennessee,2004,55029,499.63,12.97,486.66
Haywood County,8.9,Tennessee,2004,19573,534.15,0.95,533.2
Henderson County,7.1,Tennessee,2004,26237,525.91,5.89,520.02
Henry County,8.2,Tennessee,2004,31265,593.45,31.77,561.68
Hickman County,5.9,Tennessee,2004,23676,612.7,0.18,612.52
Houston County,7.5,Tennessee,2004,7973,206.92,6.71,200.21
Humphreys County,6.9,Tennessee,2004,17918,556.72,24.5,532.22
Jackson County,6.4,Tennessee,2004,11396,319.56,10.67,308.88
Jefferson County,6.1,Tennessee,2004,47200,314.33,40.51,273.81
Johnson County,7.4,Tennessee,2004,18007,302.73,4.26,298.47
Knox County,4.2,Tennessee,2004,398307,525.78,17.32,508.46
Lake County,7.7,Tennessee,2004,7885,193.79,30.38,163.42
Lauderdale County,9.4,Tennessee,2004,27318,507.14,36.69,470.45
Lawrence County,10,Tennessee,2004,40596,617.91,0.74,617.17
Lewis County,7.6,Tennessee,2004,11630,282.48,0.38,282.09
Lincoln County,4.9,Tennessee,2004,31665,570.63,0.39,570.23
Loudon County,4.9,Tennessee,2004,42679,247.31,18.43,228.88
Macon County,4.6,Tennessee,2004,21148,307.19,0.06,307.13
Madison County,5.9,Tennessee,2004,94692,558.63,1.63,557
Marion County,6.9,Tennessee,2004,27769,512.32,13.96,498.36
Marshall County,7,Tennessee,2004,27841,376.1,0.75,375.36
Maury County,5.5,Tennessee,2004,72885,615.52,2.66,612.86
McMinn County,6.6,Tennessee,2004,50441,432.22,1.94,430.28
McNairy County,6,Tennessee,2004,24890,560.84,0.79,560.04
Meigs County,7.3,Tennessee,2004,11218,216.78,21.92,194.86
Monroe County,6.2,Tennessee,2004,41291,652.58,17.67,634.91
Montgomery County,5,Tennessee,2004,143761,543.84,4.57,539.28
Moore County,4.3,Tennessee,2004,5998,130.38,1.21,129.18
Morgan County,7.3,Tennessee,2004,20759,522.4,0.35,522.04
Obion County,6.7,Tennessee,2004,32346,555.35,10.43,544.91
Overton County,5.2,Tennessee,2004,20791,434.82,1.43,433.38
Perry County,6,Tennessee,2004,7595,422.9,8,414.89
Pickett County,8.6,Tennessee,2004,4984,174.58,11.66,162.92
Polk County,6.3,Tennessee,2004,16285,442.35,7.3,435.05
Putnam County,4.8,Tennessee,2004,65851,402.56,1.5,401.05
Rhea County,6.5,Tennessee,2004,29469,336.39,20.45,315.94
Roane County,5.8,Tennessee,2004,53115,394.98,34,360.98
Robertson County,4.7,Tennessee,2004,58618,476.67,0.2,476.47
Rutherford County,4.4,Tennessee,2004,211714,623.94,5.03,618.91
Scott County,7.2,Tennessee,2004,21688,533.22,1.13,532.09
Sequatchie County,5.9,Tennessee,2004,12422,266.02,0.18,265.85
Sevier County,5.4,Tennessee,2004,78610,597.73,5.45,592.29
Shelby County,6.5,Tennessee,2004,909643,783.63,29.1,754.53
Smith County,5.6,Tennessee,2004,18302,325.35,10.94,314.41
Stewart County,6.1,Tennessee,2004,12644,493.2,34.72,458.48
Sullivan County,5.5,Tennessee,2004,152808,429.69,16.67,413.02
Sumner County,4.7,Tennessee,2004,141103,543.12,13.81,529.3
Tipton County,6.5,Tennessee,2004,54581,474.72,15.35,459.37
Trousdale County,5.5,Tennessee,2004,7315,116.64,2.4,114.24
Unicoi County,6.4,Tennessee,2004,17936,186.49,0.35,186.14
Union County,5.3,Tennessee,2004,18653,247.13,23.57,223.56
Van Buren County,6.8,Tennessee,2004,5412,274.59,1.14,273.46
Warren County,5.9,Tennessee,2004,38864,434.08,1.4,432.69
Washington County,5.1,Tennessee,2004,111849,329.8,3.49,326.31
Wayne County,8.8,Tennessee,2004,17010,735.59,1.63,733.96
Weakley County,6.9,Tennessee,2004,34307,581.81,1.62,580.19
White County,6,Tennessee,2004,24069,379.39,2.8,376.58
Williamson County,4,Tennessee,2004,147439,583.62,0.94,582.68
Wilson County,4.4,Tennessee,2004,97139,583.2,12.63,570.57
Anderson County,6.5,Texas,2004,56245,1077.95,7.16,1070.79
Andrews County,4.2,Texas,2004,13006,1500.99,0.36,1500.64
Angelina County,6.1,Texas,2004,82070,864.45,62.89,801.56
Aransas County,8.1,Texas,2004,23067,527.95,276.09,251.86
Archer County,3.8,Texas,2004,9078,925.78,16.09,909.7
Armstrong County,3.9,Texas,2004,2023,913.81,0.18,913.63
Atascosa County,5.4,Texas,2004,42109,1235.61,3.49,1232.12
Austin County,4.9,Texas,2004,25976,656.37,3.78,652.59
Bailey County,5,Texas,2004,6945,827.38,0.68,826.69
Bandera County,4.7,Texas,2004,19226,797.54,5.81,791.73
Bastrop County,5.6,Texas,2004,67122,895.92,7.57,888.35
Baylor County,5,Texas,2004,3955,901.01,30.24,870.77
Bee County,7.6,Texas,2004,32352,880.31,0.17,880.14
Bell County,5,Texas,2004,258138,1087.93,28.21,1059.72
Bexar County,5.5,Texas,2004,1500919,1256.66,9.84,1246.82
Blanco County,4,Texas,2004,9337,713.41,2.16,711.24
Borden County,3.5,Texas,2004,671,906.04,7.24,898.8
Bosque County,5.2,Texas,2004,17871,1002.63,13.46,989.18
Bowie County,5.8,Texas,2004,89055,922.77,34.9,887.87
Brazoria County,6.4,Texas,2004,268051,1597.44,211.04,1386.4
Brazos County,4,Texas,2004,166150,590.29,4.51,585.78
Brewster County,3.8,Texas,2004,9002,6192.78,0.18,6192.61
Briscoe County,5.9,Texas,2004,1768,901.59,1.33,900.25
Brooks County,7.1,Texas,2004,7593,943.61,0.33,943.28
Brown County,5.2,Texas,2004,37940,956.94,13.08,943.85
Burleson County,4.6,Texas,2004,16964,677.78,12.24,665.54
Burnet County,4.7,Texas,2004,38966,1020.96,24.93,996.04
Caldwell County,5.7,Texas,2004,36200,547.41,1.69,545.73
Calhoun County,6.4,Texas,2004,20692,1032.16,519.84,512.31
Callahan County,4.2,Texas,2004,13156,901.26,2.64,898.62
Cameron County,8.5,Texas,2004,366299,1276.33,370.58,905.76
Camp County,6.1,Texas,2004,11715,203.2,5.69,197.51
Carson County,4.2,Texas,2004,6381,924.1,0.91,923.19
Cass County,6.4,Texas,2004,30053,960.35,22.99,937.35
Castro County,4.9,Texas,2004,7947,899.32,1,898.31
Chambers County,5.5,Texas,2004,28749,871.99,272.68,599.31
Cherokee County,5.2,Texas,2004,48315,1061.93,9.72,1052.22
Childress County,5.6,Texas,2004,7366,713.61,3.27,710.34
Clay County,3.9,Texas,2004,11278,1116.17,18.36,1097.82
Cochran County,5.7,Texas,2004,3373,775.31,0.09,775.22
Coke County,5.6,Texas,2004,3559,927.97,29.17,898.81
Coleman County,5.4,Texas,2004,8817,1281.45,21.25,1260.2
Collin County,4.7,Texas,2004,617802,885.85,38.29,847.56
Collingsworth County,4.1,Texas,2004,3028,919.44,0.64,918.8
Colorado County,5,Texas,2004,20450,973.59,10.64,962.95
Comal County,5,Texas,2004,88119,574.59,13.15,561.45
Comanche County,4.8,Texas,2004,13646,947.67,9.98,937.69
Concho County,5.5,Texas,2004,4018,993.69,2.23,991.45
Cooke County,4.4,Texas,2004,37815,898.81,25.17,873.64
Coryell County,6.1,Texas,2004,71943,1056.73,4.97,1051.76
Cottle County,5.4,Texas,2004,1679,901.59,0.42,901.18
Crane County,5.1,Texas,2004,3865,785.59,0.03,785.56
Crockett County,3.7,Texas,2004,3857,2807.43,0.01,2807.42
Crosby County,5.2,Texas,2004,6625,901.69,2.17,899.51
Culberson County,6.2,Texas,2004,2695,3812.71,0.25,3812.46
Dallam County,4.1,Texas,2004,6208,1505.26,0.56,1504.69
Dallas County,6.4,Texas,2004,2244020,908.56,28.96,879.6
Dawson County,6.4,Texas,2004,14062,902.12,0.06,902.06
Deaf Smith County,5.1,Texas,2004,18671,1498.26,0.92,1497.34
Delta County,7.7,Texas,2004,5409,277.92,0.84,277.08
Denton County,4.3,Texas,2004,529811,957.88,69.34,888.54
Dewitt County,5.8,Texas,2004,20176,910.47,1.29,909.18
Dickens County,6.3,Texas,2004,2641,905.21,1,904.21
Dimmit County,8.9,Texas,2004,9964,1334.48,3.57,1330.91
Donley County,4.5,Texas,2004,3915,933.05,3.28,929.77
Duval County,6.3,Texas,2004,12539,1795.67,2.97,1792.71
Eastland County,5.5,Texas,2004,18442,931.9,5.89,926.01
Ector County,5.2,Texas,2004,124163,901.68,0.62,901.06
Edwards County,4.3,Texas,2004,2027,2119.95,0.19,2119.75
El Paso County,7.3,Texas,2004,717652,1014.68,1.57,1013.11
Ellis County,5.4,Texas,2004,125733,951.66,11.75,939.91
Erath County,4.2,Texas,2004,34887,1089.8,3.47,1086.33
Falls County,5.8,Texas,2004,18066,773.81,4.72,769.09
Fannin County,6.8,Texas,2004,32692,899.16,7.71,891.45
Fayette County,3.9,Texas,2004,23107,959.84,9.81,950.03
Fisher County,4.7,Texas,2004,4118,901.74,0.58,901.16
Floyd County,5.6,Texas,2004,7130,992.51,0.32,992.19
Foard County,5.3,Texas,2004,1492,707.69,1.01,706.68
Fort Bend County,5.3,Texas,2004,441139,886.05,11.41,874.64
Franklin County,4.6,Texas,2004,9731,294.77,9.12,285.66
Freestone County,4.3,Texas,2004,18684,892.13,14.7,877.43
Frio County,6.5,Texas,2004,16532,1134.28,1.26,1133.02
Gaines County,4.5,Texas,2004,14978,1502.84,0.49,1502.35
Galveston County,6.5,Texas,2004,269760,872.93,474.46,398.47
Garza County,5.7,Texas,2004,5800,896.19,0.63,895.56
Gillespie County,3.7,Texas,2004,22454,1061.48,0.42,1061.06
Glasscock County,3.6,Texas,2004,1290,900.93,0.19,900.75
Goliad County,4.8,Texas,2004,7071,859.35,5.83,853.52
Gonzales County,4.4,Texas,2004,19370,1069.82,2.07,1067.75
Gray County,4.7,Texas,2004,21551,929.25,0.97,928.28
Grayson County,5.8,Texas,2004,114998,979.19,45.68,933.51
Gregg County,5.5,Texas,2004,114541,276.37,2.34,274.03
Grimes County,6.3,Texas,2004,25209,801.16,7.56,793.6
Guadalupe County,4.7,Texas,2004,101495,714.17,3.03,711.14
Hale County,5.4,Texas,2004,36259,1004.77,0.12,1004.65
Hall County,5.6,Texas,2004,3665,904.08,0.99,903.09
Hamilton County,4.4,Texas,2004,8181,836.38,0.67,835.71
Hansford County,3.4,Texas,2004,5209,920.4,0.6,919.8
Hardeman County,4.7,Texas,2004,4474,697,1.62,695.38
Hardin County,7,Texas,2004,50220,897.37,3.04,894.33
Harris County,5.9,Texas,2004,3630185,1777.69,48.87,1728.83
Harrison County,5.4,Texas,2004,62583,915.09,16.38,898.71
Hartley County,3.6,Texas,2004,5800,1463.2,0.95,1462.25
Haskell County,4.1,Texas,2004,5851,910.25,7.29,902.97
Hays County,5,Texas,2004,119395,679.79,1.92,677.87
Hemphill County,3.1,Texas,2004,3410,912.06,2.38,909.68
Henderson County,5.7,Texas,2004,77807,949,74.76,874.24
Hidalgo County,8.5,Texas,2004,653779,1582.66,12.92,1569.75
Hill County,6.2,Texas,2004,34064,985.65,23.29,962.36
Hockley County,4.6,Texas,2004,22919,908.55,0.27,908.28
Hood County,5.6,Texas,2004,45411,436.8,15.19,421.61
Hopkins County,5.1,Texas,2004,33061,792.74,10.35,782.4
Houston County,6.4,Texas,2004,23578,1236.83,5.94,1230.89
Howard County,5.7,Texas,2004,33403,904.19,1.36,902.84
Hudspeth County,6.4,Texas,2004,3345,4571.93,0.93,4571
Hunt County,5.7,Texas,2004,82092,882.02,40.87,841.16
Hutchinson County,6.1,Texas,2004,22478,894.95,7.58,887.37
Irion County,4.1,Texas,2004,1629,1051.59,0.11,1051.48
Jack County,5,Texas,2004,9028,920.11,3.5,916.61
Jackson County,5.4,Texas,2004,14039,857.03,27.54,829.49
Jasper County,8.8,Texas,2004,35493,969.62,32.22,937.4
Jeff Davis County,4.1,Texas,2004,2242,2264.6,0.18,2264.43
Jefferson County,7.9,Texas,2004,250638,1111.26,207.71,903.55
Jim Hogg County,4.6,Texas,2004,5173,1136.16,0.05,1136.11
Jim Wells County,6.1,Texas,2004,40309,868.22,3.71,864.52
Johnson County,5.5,Texas,2004,138833,734.46,5.03,729.42
Jones County,5.3,Texas,2004,20298,937.13,6.14,930.99
Karnes County,6.9,Texas,2004,15109,753.58,3.27,750.32
Kaufman County,6.4,Texas,2004,84240,806.81,20.76,786.04
Kendall County,4.4,Texas,2004,26650,663.04,0.6,662.44
Kenedy County,3.7,Texas,2004,440,1945.6,488.83,1456.77
Kent County,4.2,Texas,2004,791,902.91,0.58,902.33
Kerr County,4.4,Texas,2004,46054,1107.66,1.54,1106.12
Kimble County,4.2,Texas,2004,4562,1250.92,0.23,1250.7
King County,3.7,Texas,2004,316,913.33,1.04,912.29
Kinney County,6,Texas,2004,3395,1365.31,1.87,1363.44
Kleberg County,5.3,Texas,2004,31362,1090.29,219.32,870.97
Knox County,4.9,Texas,2004,3940,855.43,6.43,849
La Salle County,6.3,Texas,2004,6322,1494.23,5.38,1488.85
Lamar County,6.4,Texas,2004,49233,932.47,15.66,916.81
Lamb County,5,Texas,2004,14584,1017.73,1.52,1016.21
Lampasas County,4.4,Texas,2004,19664,713.96,1.92,712.04
Lavaca County,3.5,Texas,2004,19130,970.35,0.45,969.9
Lee County,4.5,Texas,2004,16220,634.03,5.53,628.5
Leon County,5.9,Texas,2004,15837,1080.38,8.34,1072.04
Liberty County,7.9,Texas,2004,74285,1176.22,16.54,1159.68
Limestone County,5.2,Texas,2004,22942,933.15,24.27,908.88
Lipscomb County,3.3,Texas,2004,3028,932.22,0.11,932.11
Live Oak County,5.3,Texas,2004,11689,1078.83,42.53,1036.3
Llano County,5.7,Texas,2004,18220,966.18,31.41,934.76
Loving County,5.9,Texas,2004,55,676.85,3.77,673.08
Lubbock County,4.2,Texas,2004,255669,900.7,1.2,899.49
Lynn County,5.2,Texas,2004,6172,893.46,1.58,891.88
Madison County,5.8,Texas,2004,13146,472.44,2.8,469.65
Marion County,6,Texas,2004,11004,420.36,39.15,381.21
Martin County,4.5,Texas,2004,4398,915.62,0.84,914.78
Mason County,3.3,Texas,2004,3811,932.18,0.11,932.07
Matagorda County,9.1,Texas,2004,37388,1612.19,497.73,1114.46
Maverick County,13.5,Texas,2004,49627,1291.74,11.66,1280.08
McCulloch County,5.6,Texas,2004,8164,1073.35,4.05,1069.31
McLennan County,5.1,Texas,2004,221353,1060.23,18.34,1041.88
McMullen County,4.5,Texas,2004,735,1142.6,29.6,1113
Medina County,5.5,Texas,2004,42363,1334.53,6.77,1327.76
Menard County,4.6,Texas,2004,2265,902.25,0.34,901.91
Midland County,4.1,Texas,2004,120746,901.97,1.72,900.25
Milam County,5.5,Texas,2004,25136,1021.67,4.95,1016.71
Mills County,3.9,Texas,2004,4880,749.89,1.78,748.11
Mitchell County,6.7,Texas,2004,9280,915.9,5.86,910.04
Montague County,4.7,Texas,2004,19444,938.44,7.78,930.66
Montgomery County,5,Texas,2004,357607,1076.81,32.78,1044.03
Moore County,4.1,Texas,2004,20389,909.61,9.95,899.66
Morris County,6.8,Texas,2004,12983,258.64,4.13,254.51
Motley County,4.4,Texas,2004,1270,989.81,0.43,989.38
Nacogdoches County,5.3,Texas,2004,60427,981.33,34.56,946.77
Navarro County,5.9,Texas,2004,46545,1086.17,78.51,1007.66
Newton County,10.2,Texas,2004,14560,939.51,6.82,932.69
Nolan County,4.9,Texas,2004,15013,913.93,1.94,911.98
Nueces County,5.8,Texas,2004,321879,1166.42,330.6,835.82
Ochiltree County,3.3,Texas,2004,9149,918.07,0.51,917.56
Oldham County,3.5,Texas,2004,2039,1501.42,0.79,1500.63
Orange County,8.5,Texas,2004,83580,379.54,23.14,356.4
Palo Pinto County,5.4,Texas,2004,27276,985.5,32.57,952.93
Panola County,5.4,Texas,2004,22892,821.34,20.42,800.92
Parker County,5,Texas,2004,99320,910.09,6.58,903.51
Parmer County,4.2,Texas,2004,10168,885.17,3.51,881.66
Pecos County,5.7,Texas,2004,15554,4764.73,1.07,4763.66
Polk County,7,Texas,2004,45315,1109.81,52.55,1057.26
Potter County,5.3,Texas,2004,117682,921.98,12.74,909.24
Presidio County,13,Texas,2004,7561,3856.26,0.75,3855.51
Rains County,6.3,Texas,2004,10446,258.87,26.82,232.05
Randall County,3.1,Texas,2004,109441,922.42,7.99,914.43
Reagan County,2.6,Texas,2004,3161,1175.98,0.68,1175.3
Real County,5,Texas,2004,3138,700.04,0.13,699.91
Red River County,6.5,Texas,2004,13584,1057.61,7.43,1050.18
Reeves County,7.9,Texas,2004,12721,2641.95,6.07,2635.88
Refugio County,5.5,Texas,2004,7630,818.64,48.43,770.21
Roberts County,4.1,Texas,2004,841,924.19,0.1,924.09
Robertson County,4.8,Texas,2004,16260,865.67,11.11,854.56
Rockwall County,5.1,Texas,2004,56477,148.7,19.91,128.79
Runnels County,4.8,Texas,2004,10774,1057.13,6.4,1050.73
Rusk County,5.3,Texas,2004,49160,938.62,15.07,923.55
Sabine County,11.4,Texas,2004,10498,576.61,86.34,490.27
San Augustine County,6.9,Texas,2004,9085,592.21,64.34,527.87
San Jacinto County,6.2,Texas,2004,24756,627.9,57.25,570.65
San Patricio County,7.2,Texas,2004,66990,707.06,15.41,691.65
San Saba County,5,Texas,2004,6045,1138.25,3.78,1134.47
Schleicher County,4,Texas,2004,2991,1310.65,0.04,1310.61
Scurry County,5.1,Texas,2004,16118,907.53,5.03,902.5
Shackelford County,2.8,Texas,2004,3290,915.54,1.59,913.95
Shelby County,5.7,Texas,2004,25212,834.53,40.43,794.11
Sherman County,3.4,Texas,2004,3045,923.2,0.16,923.03
Smith County,4.9,Texas,2004,187300,949.45,21.06,928.38
Somervell County,5,Texas,2004,7502,191.9,4.73,187.17
Starr County,14.3,Texas,2004,57857,1229.28,6.26,1223.02
Stephens County,4.9,Texas,2004,9327,921.48,26.84,894.64
Sterling County,3.3,Texas,2004,1261,923.49,0.13,923.36
Stonewall County,4.7,Texas,2004,1427,920.23,1.56,918.67
Sutton County,2.6,Texas,2004,4124,1454.4,0.63,1453.76
Swisher County,5.5,Texas,2004,8004,900.68,0.25,900.43
Tarrant County,5.3,Texas,2004,1580595,897.48,34.06,863.42
Taylor County,4.3,Texas,2004,126702,919.25,3.63,915.63
Terrell County,6,Texas,2004,939,2357.75,0.03,2357.72
Terry County,5.4,Texas,2004,12532,890.93,1.06,889.88
Throckmorton County,4.2,Texas,2004,1652,915.47,3.13,912.34
Titus County,4.9,Texas,2004,29461,425.69,15.15,410.54
Tom Green County,4.6,Texas,2004,104744,1540.54,18.44,1522.1
Travis County,4.8,Texas,2004,870809,1022.08,32.77,989.3
Trinity County,6.6,Texas,2004,14246,714,21.16,692.84
Tyler County,7.8,Texas,2004,21038,935.71,12.81,922.9
Upshur County,5.4,Texas,2004,37530,592.67,5.02,587.64
Upton County,4.9,Texas,2004,3168,1241.83,0.16,1241.68
Uvalde County,6.9,Texas,2004,26205,1558.6,2.06,1556.55
Val Verde County,6.8,Texas,2004,46941,3232.4,62.02,3170.38
Van Zandt County,5.4,Texas,2004,51366,859.48,10.84,848.64
Victoria County,5.2,Texas,2004,84718,888.73,6.23,882.5
Walker County,5.6,Texas,2004,64551,801.44,13.99,787.45
Waller County,5.9,Texas,2004,36850,518.49,4.87,513.63
Ward County,5.6,Texas,2004,10189,835.74,0.25,835.49
Washington County,4.7,Texas,2004,31330,621.35,12.13,609.22
Webb County,6.1,Texas,2004,217858,3375.53,18.69,3356.83
Wharton County,5.4,Texas,2004,40992,1094.43,4.29,1090.13
Wheeler County,3.6,Texas,2004,4934,915.34,1.08,914.26
Wichita County,4.8,Texas,2004,131677,633.01,5.35,627.66
Wilbarger County,4,Texas,2004,13879,978.1,7.03,971.06
Willacy County,10.1,Texas,2004,20767,784.23,187.55,596.68
Williamson County,4.5,Texas,2004,316532,1134.74,11.97,1122.77
Wilson County,5,Texas,2004,36721,808.57,1.58,806.99
Winkler County,5.4,Texas,2004,6735,841.24,0.19,841.05
Wise County,4.8,Texas,2004,54497,922.77,18.17,904.61
Wood County,5.9,Texas,2004,39600,695.8,45.58,650.22
Yoakum County,4.6,Texas,2004,7362,799.76,0.01,799.75
Young County,4.8,Texas,2004,17921,930.84,8.51,922.33
Zapata County,6.8,Texas,2004,12727,1058.1,61.34,996.76
Zavala County,11.3,Texas,2004,11512,1301.72,3.24,1298.48
Beaver County,4.8,Utah,2004,6077,2592.28,2.33,2589.95
Box Elder County,4.3,Utah,2004,44666,6729.03,1005.69,5723.34
Cache County,3.1,Utah,2004,98854,1173.07,8.55,1164.52
Carbon County,5.3,Utah,2004,20026,1484.57,6.12,1478.46
Daggett County,6.7,Utah,2004,952,723.06,24.71,698.36
Davis County,3.9,Utah,2004,262189,633.7,329.22,304.48
Duchesne County,4.6,Utah,2004,15101,3255.97,17.92,3238.05
Emery County,5.5,Utah,2004,10460,4461.54,9.69,4451.85
Garfield County,8.2,Utah,2004,4552,5208.2,33.98,5174.22
Grand County,7.2,Utah,2004,8528,3694.08,12.52,3681.56
Iron County,3.9,Utah,2004,37223,3301.84,3.87,3297.98
Juab County,4.8,Utah,2004,8803,3406.28,14.54,3391.74
Kane County,5.1,Utah,2004,6200,4108.42,116.46,3991.96
Millard County,4.2,Utah,2004,12017,6828.01,238.87,6589.13
Morgan County,4.1,Utah,2004,7725,610.79,1.66,609.13
Piute County,4,Utah,2004,1430,765.76,7.95,757.81
