county,nov_rate,state,year,2016_pop_est,total area sqmi,water area,land area,per_pov,med_income
Macon County,4.4,Tennessee,2016,23450,307.19,0.06,307.13,17.9,34203
Madison County,4.8,Tennessee,2016,97663,558.63,1.63,557,19.0,43037
Marion County,6.5,Tennessee,2016,28446,512.32,13.96,498.36,18.3,42348
Marshall County,4.4,Tennessee,2016,31915,376.1,0.75,375.36,13.2,50014
Maury County,4,Tennessee,2016,89981,615.52,2.66,612.86,11.5,51202
McMinn County,5.5,Tennessee,2016,52850,432.22,1.94,430.28,16.9,40897
McNairy County,7.2,Tennessee,2016,25935,560.84,0.79,560.04,22.0,37574
Meigs County,6.4,Tennessee,2016,12005,216.78,21.92,194.86,18.3,40238
Monroe County,5.3,Tennessee,2016,45970,652.58,17.67,634.91,19.3,38265
Montgomery County,5.2,Tennessee,2016,195734,543.84,4.57,539.28,12.9,55351
Moore County,3.8,Tennessee,2016,6323,130.38,1.21,129.18,10.9,54922
Morgan County,6.3,Tennessee,2016,21554,522.4,0.35,522.04,22.7,38069
Obion County,7.1,Tennessee,2016,30578,555.35,10.43,544.91,18.6,37437
Overton County,5.1,Tennessee,2016,22051,434.82,1.43,433.38,18.7,35273
Perry County,6.3,Tennessee,2016,7964,422.9,8,414.89,22.1,35140
Pickett County,6.7,Tennessee,2016,5142,174.58,11.66,162.92,17.0,36595
Polk County,5.3,Tennessee,2016,16772,442.35,7.3,435.05,16.2,41984
Putnam County,4.9,Tennessee,2016,75931,402.56,1.5,401.05,19.2,40479
Rhea County,7.8,Tennessee,2016,32442,336.39,20.45,315.94,18.2,42137
Roane County,5.5,Tennessee,2016,52874,394.98,34,360.98,14.2,47088
Robertson County,4,Tennessee,2016,69165,476.67,0.2,476.47,10.3,58487
Rutherford County,3.7,Tennessee,2016,308251,623.94,5.03,618.91,10.3,61232
Scott County,7.6,Tennessee,2016,21947,533.22,1.13,532.09,22.0,34196
Sequatchie County,5.9,Tennessee,2016,14897,266.02,0.18,265.85,17.7,43367
Sevier County,4.3,Tennessee,2016,96673,597.73,5.45,592.29,15.1,45251
Shelby County,5.4,Tennessee,2016,934603,783.63,29.1,754.53,20.8,47639
Smith County,4.4,Tennessee,2016,19447,325.35,10.94,314.41,14.6,46977
Stewart County,6.4,Tennessee,2016,13182,493.2,34.72,458.48,16.4,44605
Sullivan County,5.3,Tennessee,2016,156667,429.69,16.67,413.02,16.4,43211
Sumner County,3.9,Tennessee,2016,180063,543.12,13.81,529.3,9.7,61134
Tipton County,5.5,Tennessee,2016,61303,474.72,15.35,459.37,16.1,54748
Trousdale County,4.4,Tennessee,2016,8271,116.64,2.4,114.24,15.3,44971
Unicoi County,6.9,Tennessee,2016,17719,186.49,0.35,186.14,17.3,39755
Union County,5.7,Tennessee,2016,19140,247.13,23.57,223.56,22.2,37955
Van Buren County,5.8,Tennessee,2016,5689,274.59,1.14,273.46,19.1,38123
Warren County,4.7,Tennessee,2016,40516,434.08,1.4,432.69,19.4,37682
Washington County,4.9,Tennessee,2016,127440,329.8,3.49,326.31,14.8,46316
Wayne County,6.5,Tennessee,2016,16713,735.59,1.63,733.96,20.9,37672
Weakley County,5.7,Tennessee,2016,33507,581.81,1.62,580.19,20.8,38214
White County,5.3,Tennessee,2016,26653,379.39,2.8,376.58,17.7,39818
Williamson County,3.5,Tennessee,2016,219107,583.62,0.94,582.68,5.2,107942
Wilson County,3.8,Tennessee,2016,132781,583.2,12.63,570.57,8.1,70955
Anderson County,4,Texas,2016,57734,1077.95,7.16,1070.79,20.5,43967
Andrews County,4.4,Texas,2016,17760,1500.99,0.36,1500.64,11.7,60644
Angelina County,6,Texas,2016,87791,864.45,62.89,801.56,19.0,43658
Aransas County,6,Texas,2016,25721,527.95,276.09,251.86,18.8,44866
Archer County,4.1,Texas,2016,8703,925.78,16.09,909.7,10.5,58928
Armstrong County,2.8,Texas,2016,1876,913.81,0.18,913.63,10.8,54868
Atascosa County,4.9,Texas,2016,48797,1235.61,3.49,1232.12,16.3,53622
Austin County,5,Texas,2016,29758,656.37,3.78,652.59,14.3,55973
Bailey County,4.2,Texas,2016,7181,827.38,0.68,826.69,16.6,40536
Bandera County,4.1,Texas,2016,21776,797.54,5.81,791.73,14.6,55885
Bastrop County,3.5,Texas,2016,82733,895.92,7.57,888.35,13.2,56449
Baylor County,3.7,Texas,2016,3697,901.01,30.24,870.77,17.6,36616
Bee County,7.6,Texas,2016,32750,880.31,0.17,880.14,27.0,40753
Bell County,4.3,Texas,2016,340411,1087.93,28.21,1059.72,12.9,51993
Bexar County,3.6,Texas,2016,1928680,1256.66,9.84,1246.82,16.3,53170
Blanco County,2.9,Texas,2016,11392,713.41,2.16,711.24,10.7,57634
Borden County,3.1,Texas,2016,633,906.04,7.24,898.8,10.6,60306
Bosque County,4.2,Texas,2016,18097,1002.63,13.46,989.18,15.8,47636
Bowie County,4.8,Texas,2016,93860,922.77,34.9,887.87,19.3,45455
Brazoria County,5.2,Texas,2016,354195,1597.44,211.04,1386.4,9.9,74510
Brazos County,3.2,Texas,2016,220417,590.29,4.51,585.78,24.9,42279
Brewster County,3.6,Texas,2016,9200,6192.78,0.18,6192.61,14.9,43055
Briscoe County,4,Texas,2016,1474,901.59,1.33,900.25,15.4,43376
Brooks County,10.3,Texas,2016,7214,943.61,0.33,943.28,32.2,27703
Brown County,4.1,Texas,2016,38271,956.94,13.08,943.85,17.1,43770
Burleson County,4.4,Texas,2016,17760,677.78,12.24,665.54,14.4,48533
Burnet County,3.4,Texas,2016,46243,1020.96,24.93,996.04,11.5,55919
Caldwell County,4,Texas,2016,41161,547.41,1.69,545.73,16.6,49598
Calhoun County,5.8,Texas,2016,21965,1032.16,519.84,512.31,15.7,52916
Callahan County,4,Texas,2016,13820,901.26,2.64,898.62,14.9,45727
Cameron County,7,Texas,2016,422135,1276.33,370.58,905.76,29.1,36587
Camp County,6.4,Texas,2016,12867,203.2,5.69,197.51,19.2,41937
Carson County,2.9,Texas,2016,6057,924.1,0.91,923.19,8.6,62573
Cass County,7.1,Texas,2016,30375,960.35,22.99,937.35,17.4,40597
Castro County,3.2,Texas,2016,7669,899.32,1,898.31,18.1,45229
Chambers County,6.3,Texas,2016,39899,871.99,272.68,599.31,9.2,80279
Cherokee County,5,Texas,2016,51668,1061.93,9.72,1052.22,19.4,39407
Childress County,3,Texas,2016,7052,713.61,3.27,710.34,21.5,39140
Clay County,4.1,Texas,2016,10193,1116.17,18.36,1097.82,13.3,49171
Cochran County,5.5,Texas,2016,2882,775.31,0.09,775.22,23.5,39900
Coke County,3.8,Texas,2016,3264,927.97,29.17,898.81,15.6,41529
Coleman County,5.5,Texas,2016,8420,1281.45,21.25,1260.2,20.1,42258
Collin County,3.4,Texas,2016,939585,885.85,38.29,847.56,6.3,90382
Collingsworth County,3.4,Texas,2016,3016,919.44,0.64,918.8,19.7,37389
Colorado County,4.7,Texas,2016,21019,973.59,10.64,962.95,14.5,48161
Comal County,3.6,Texas,2016,134788,574.59,13.15,561.45,8.6,76296
Comanche County,4.1,Texas,2016,13484,947.67,9.98,937.69,17.1,40052
Concho County,2.9,Texas,2016,4279,993.69,2.23,991.45,25.8,39622
Cooke County,3.9,Texas,2016,39266,898.81,25.17,873.64,13.8,59243
Coryell County,4.4,Texas,2016,74686,1056.73,4.97,1051.76,14.2,50122
Cottle County,4.7,Texas,2016,1402,901.59,0.42,901.18,21.4,34605
Crane County,6.9,Texas,2016,4830,785.59,0.03,785.56,10.3,57408
Crockett County,6.8,Texas,2016,3675,2807.43,0.01,2807.42,16.9,46556
Crosby County,4,Texas,2016,5992,901.69,2.17,899.51,24.1,35136
Culberson County,3.6,Texas,2016,2198,3812.71,0.25,3812.46,23.6,36663
Dallam County,2.4,Texas,2016,7056,1505.26,0.56,1504.69,11.3,48470
Dallas County,3.8,Texas,2016,2574984,908.56,28.96,879.6,16.3,54429
Dawson County,4.8,Texas,2016,13111,902.12,0.06,902.06,21.4,41073
Deaf Smith County,3.2,Texas,2016,18830,1498.26,0.92,1497.34,17.1,43944
Delta County,3.9,Texas,2016,5215,277.92,0.84,277.08,18.5,41266
Denton County,3.3,Texas,2016,806180,957.88,69.34,888.54,8.2,80841
Dewitt County,5.9,Texas,2016,20865,910.47,1.29,909.18,18.2,46915
Dickens County,4.9,Texas,2016,2184,905.21,1,904.21,21.8,38239
Dimmit County,6.7,Texas,2016,10794,1334.48,3.57,1330.91,27.6,38275
Donley County,4.1,Texas,2016,3405,933.05,3.28,929.77,18.6,38777
Duval County,10.6,Texas,2016,11428,1795.67,2.97,1792.71,26.3,34777
Eastland County,5.1,Texas,2016,18274,931.9,5.89,926.01,20.0,37789
Ector County,5.9,Texas,2016,157462,901.68,0.62,901.06,13.9,53474
Edwards County,4.2,Texas,2016,1911,2119.95,0.19,2119.75,23.3,36539
El Paso County,4.8,Texas,2016,168499,1014.68,1.57,1013.11,22.7,42048
Ellis County,3.5,Texas,2016,837918,951.66,11.75,939.91,9.7,69448
Erath County,3.9,Texas,2016,41659,1089.8,3.47,1086.33,19.5,43787
Falls County,4.4,Texas,2016,17273,773.81,4.72,769.09,25.6,38559
Fannin County,3.7,Texas,2016,34031,899.16,7.71,891.45,16.1,46347
Fayette County,3.7,Texas,2016,25149,959.84,9.81,950.03,11.1,53776
Fisher County,4.4,Texas,2016,3854,901.74,0.58,901.16,15.6,46247
Floyd County,4.4,Texas,2016,5917,992.51,0.32,992.19,22.8,40536
Foard County,4.3,Texas,2016,1183,707.69,1.01,706.68,18.0,36056
Fort Bend County,5,Texas,2016,741237,886.05,11.41,874.64,8.3,90972
Franklin County,5.1,Texas,2016,10607,294.77,9.12,285.66,15.8,44202
Freestone County,6.7,Texas,2016,19624,892.13,14.7,877.43,19.1,45681
Frio County,4.7,Texas,2016,18956,1134.28,1.26,1133.02,25.8,39193
Gaines County,3.6,Texas,2016,20478,1502.84,0.49,1502.35,14.6,51910
Galveston County,5.4,Texas,2016,329431,872.93,474.46,398.47,12.9,64155
Garza County,3.7,Texas,2016,6442,896.19,0.63,895.56,30.0,44210
Gillespie County,2.8,Texas,2016,26521,1061.48,0.42,1061.06,9.8,58787
Glasscock County,3.2,Texas,2016,1314,900.93,0.19,900.75,8.7,71360
Goliad County,5.8,Texas,2016,7517,859.35,5.83,853.52,14.3,55264
Gonzales County,4,Texas,2016,20876,1069.82,2.07,1067.75,17.1,45491
Gray County,6.5,Texas,2016,22725,929.25,0.97,928.28,19.4,47828
Grayson County,3.7,Texas,2016,128235,979.19,45.68,933.51,13.2,51808
Gregg County,6,Texas,2016,123745,276.37,2.34,274.03,17.4,45594
Grimes County,6.5,Texas,2016,27671,801.16,7.56,793.6,16.7,50891
Guadalupe County,3.5,Texas,2016,155265,714.17,3.03,711.14,9.8,67683
Hale County,5.2,Texas,2016,34263,1004.77,0.12,1004.65,21.6,40152
Hall County,7.1,Texas,2016,3138,904.08,0.99,903.09,25.8,30971
Hamilton County,4.7,Texas,2016,8304,836.38,0.67,835.71,15.1,45718
Hansford County,3,Texas,2016,5538,920.4,0.6,919.8,13.4,57832
Hardeman County,3.8,Texas,2016,3906,697,1.62,695.38,17.8,35521
Hardin County,6.2,Texas,2016,56322,897.37,3.04,894.33,10.8,60692
Harris County,5.2,Texas,2016,4589928,1777.69,48.87,1728.83,16.6,56415
Harrison County,5.7,Texas,2016,66534,915.09,16.38,898.71,17.4,47181
Hartley County,2.1,Texas,2016,5747,1463.2,0.95,1462.25,9.6,70121
Haskell County,5,Texas,2016,5681,910.25,7.29,902.97,24.5,34653
Hays County,3.3,Texas,2016,204470,679.79,1.92,677.87,12.4,64864
Hemphill County,3.1,Texas,2016,4129,912.06,2.38,909.68,10.0,74856
Henderson County,4.6,Texas,2016,79901,949,74.76,874.24,16.8,43425
Hidalgo County,7.6,Texas,2016,849843,1582.66,12.92,1569.75,31.2,35928
Hill County,4.2,Texas,2016,35077,985.65,23.29,962.36,16.2,47338
Hockley County,4.1,Texas,2016,23275,908.55,0.27,908.28,17.1,46856
Hood County,4.6,Texas,2016,56857,436.8,15.19,421.61,10.3,57346
Hopkins County,3.9,Texas,2016,36400,792.74,10.35,782.4,15.3,46582
Houston County,4.4,Texas,2016,22754,1236.83,5.94,1230.89,22.1,34587
Howard County,5.7,Texas,2016,36708,904.19,1.36,902.84,17.9,51863
Hudspeth County,6.5,Texas,2016,4053,4571.93,0.93,4571,21.4,35252
Hunt County,4,Texas,2016,92073,882.02,40.87,841.16,16.3,51827
Hutchinson County,5.7,Texas,2016,21511,894.95,7.58,887.37,13.1,53936
Irion County,3.3,Texas,2016,1557,1051.59,0.11,1051.48,8.0,67249
Jack County,4.1,Texas,2016,8744,920.11,3.5,916.61,17.2,46975
Jackson County,4.7,Texas,2016,14869,857.03,27.54,829.49,13.5,53143
Jasper County,7.8,Texas,2016,35648,969.62,32.22,937.4,19.2,44909
Jeff Davis County,3.1,Texas,2016,2200,2264.6,0.18,2264.43,13.0,46688
Jefferson County,7.1,Texas,2016,254679,1111.26,207.71,903.55,20.1,46198
Jim Hogg County,9.4,Texas,2016,5146,1136.16,0.05,1136.11,27.9,33784
Jim Wells County,10,Texas,2016,41149,868.22,3.71,864.52,23.2,40056
Johnson County,4.1,Texas,2016,163274,734.46,5.03,729.42,11.3,59809
Jones County,5.9,Texas,2016,20009,937.13,6.14,930.99,21.3,40931
Karnes County,4.6,Texas,2016,15254,753.58,3.27,750.32,21.8,47608
Kaufman County,3.6,Texas,2016,118350,806.81,20.76,786.04,11.4,62363
Kendall County,3.1,Texas,2016,42540,663.04,0.6,662.44,7.4,83805
Kenedy County,5.3,Texas,2016,404,1945.6,488.83,1456.77,16.2,38718
Kent County,2.8,Texas,2016,769,902.91,0.58,902.33,11.5,45123
Kerr County,3.5,Texas,2016,51504,1107.66,1.54,1106.12,14.8,50461
Kimble County,3.7,Texas,2016,4423,1250.92,0.23,1250.7,19.4,40118
King County,4.8,Texas,2016,289,913.33,1.04,912.29,10.7,59142
Kinney County,5.9,Texas,2016,3590,1365.31,1.87,1363.44,20.0,40612
Kleberg County,6.4,Texas,2016,31690,1090.29,219.32,870.97,22.9,44106
Knox County,4,Texas,2016,3806,855.43,6.43,849,21.1,37586
La Salle County,4.9,Texas,2016,7613,1494.23,5.38,1488.85,26.2,39926
Lamar County,4.6,Texas,2016,49791,932.47,15.66,916.81,19.9,41887
Lamb County,5.9,Texas,2016,13275,1017.73,1.52,1016.21,21.5,37846
Lampasas County,3.8,Texas,2016,20760,713.96,1.92,712.04,13.6,52637
Lavaca County,4.4,Texas,2016,19809,970.35,0.45,969.9,12.5,48975
Lee County,3.9,Texas,2016,17055,634.03,5.53,628.5,12.7,51768
Leon County,6.4,Texas,2016,17299,1080.38,8.34,1072.04,18.0,44891
Liberty County,7.4,Texas,2016,81704,1176.22,16.54,1159.68,15.9,48592
Limestone County,5.5,Texas,2016,23468,933.15,24.27,908.88,21.1,39382
Lipscomb County,4.2,Texas,2016,3487,932.22,0.11,932.11,12.4,54180
Live Oak County,5.9,Texas,2016,12056,1078.83,42.53,1036.3,17.2,51953
Llano County,4,Texas,2016,20362,966.18,31.41,934.76,13.4,48135
Loving County,5,Texas,2016,113,676.85,3.77,673.08,13.3,64179
Lubbock County,3.1,Texas,2016,303137,900.7,1.2,899.49,18.9,48587
Lynn County,3.8,Texas,2016,5711,893.46,1.58,891.88,17.9,39869
Madison County,5.1,Texas,2016,13987,472.44,2.8,469.65,17.3,42429
Marion County,6.8,Texas,2016,10147,420.36,39.15,381.21,22.6,34919
Martin County,4.2,Texas,2016,5723,915.62,0.84,914.78,13.0,58760
Mason County,3.9,Texas,2016,4111,932.18,0.11,932.07,13.2,44818
Matagorda County,7.4,Texas,2016,37187,1612.19,497.73,1114.46,17.4,46324
Maverick County,9.5,Texas,2016,57685,1291.74,11.66,1280.08,24.3,35654
McCulloch County,4.2,Texas,2016,8172,1073.35,4.05,1069.31,18.4,40125
McLennan County,3.8,Texas,2016,247934,1060.23,18.34,1041.88,18.5,46662
McMullen County,1.7,Texas,2016,804,1142.6,29.6,1113,12.0,67249
Medina County,4.2,Texas,2016,49283,1334.53,6.77,1327.76,14.4,51304
Menard County,4.4,Texas,2016,2123,902.25,0.34,901.91,21.4,34839
Midland County,4,Texas,2016,162565,901.97,1.72,900.25,9.7,68729
Milam County,5.3,Texas,2016,24871,1021.67,4.95,1016.71,16.3,42302
Mills County,4,Texas,2016,4907,749.89,1.78,748.11,15.8,43540
Mitchell County,7.1,Texas,2016,8720,915.9,5.86,910.04,21.6,41262
Montague County,4.8,Texas,2016,19414,938.44,7.78,930.66,16.5,46237
Montgomery County,4.8,Texas,2016,556203,1076.81,32.78,1044.03,10.9,72506
Moore County,2.9,Texas,2016,22120,909.61,9.95,899.66,11.8,52344
Morris County,11.1,Texas,2016,12593,258.64,4.13,254.51,20.0,38255
Motley County,3.7,Texas,2016,1160,989.81,0.43,989.38,18.2,37464
Nacogdoches County,4.5,Texas,2016,65806,981.33,34.56,946.77,25.4,38099
Navarro County,4,Texas,2016,48523,1086.17,78.51,1007.66,17.8,44111
Newton County,8,Texas,2016,14003,939.51,6.82,932.69,22.8,41388
Nolan County,4.7,Texas,2016,14993,913.93,1.94,911.98,18.4,40969
Nueces County,5.7,Texas,2016,361350,1166.42,330.6,835.82,15.1,53562
Ochiltree County,5,Texas,2016,10306,918.07,0.51,917.56,11.4,61194
Oldham County,3.1,Texas,2016,2076,1501.42,0.79,1500.63,14.3,54212
Orange County,6.8,Texas,2016,84964,379.54,23.14,356.4,14.0,53611
Palo Pinto County,5.2,Texas,2016,28053,985.5,32.57,952.93,16.4,43589
Panola County,7.2,Texas,2016,23492,821.34,20.42,800.92,15.6,47780
Parker County,3.9,Texas,2016,129441,910.09,6.58,903.51,9.3,67735
Parmer County,2.5,Texas,2016,9776,885.17,3.51,881.66,15.5,48344
Pecos County,6.2,Texas,2016,15970,4764.73,1.07,4763.66,17.1,45414
Polk County,6.2,Texas,2016,47916,1109.81,52.55,1057.26,20.3,43014
Potter County,3.4,Texas,2016,120832,921.98,12.74,909.24,22.0,41563
Presidio County,10.4,Texas,2016,6958,3856.26,0.75,3855.51,24.1,32742
Rains County,3.8,Texas,2016,11314,258.87,26.82,232.05,14.8,47354
Randall County,3,Texas,2016,132501,922.42,7.99,914.43,9.1,65795
Reagan County,5.7,Texas,2016,3608,1175.98,0.68,1175.3,11.8,67308
Real County,6.7,Texas,2016,3389,700.04,0.13,699.91,18.4,36744
Red River County,5.8,Texas,2016,12207,1057.61,7.43,1050.18,17.1,36352
Reeves County,4.9,Texas,2016,14921,2641.95,6.07,2635.88,25.0,40092
Refugio County,6.7,Texas,2016,7321,818.64,48.43,770.21,15.7,45366
Roberts County,4.7,Texas,2016,916,924.19,0.1,924.09,6.6,75816
Robertson County,4.8,Texas,2016,16751,865.67,11.11,854.56,18.7,42680
Rockwall County,3.3,Texas,2016,93978,148.7,19.91,128.79,5.2,97484
Runnels County,4,Texas,2016,10448,1057.13,6.4,1050.73,17.2,40112
Rusk County,5.8,Texas,2016,52732,938.62,15.07,923.55,15.6,46421
Sabine County,10.3,Texas,2016,10303,576.61,86.34,490.27,17.5,38451
San Augustine County,9.1,Texas,2016,8320,592.21,64.34,527.87,23.8,36426
San Jacinto County,6.3,Texas,2016,27707,627.9,57.25,570.65,17.7,45794
San Patricio County,7.7,Texas,2016,67655,707.06,15.41,691.65,15.8,51667
San Saba County,3.6,Texas,2016,5944,1138.25,3.78,1134.47,20.1,39995
Schleicher County,5.2,Texas,2016,3056,1310.65,0.04,1310.61,16.6,47258
Scurry County,5.3,Texas,2016,17333,907.53,5.03,902.5,15.2,50316
Shackelford County,3.6,Texas,2016,3315,915.54,1.59,913.95,14.8,55403
Shelby County,5.6,Texas,2016,25579,834.53,40.43,794.11,21.1,37410
Sherman County,3,Texas,2016,3068,923.2,0.16,923.03,13.1,55761
Smith County,4.4,Texas,2016,225290,949.45,21.06,928.38,15.7,52520
Somervell County,4.3,Texas,2016,8775,191.9,4.73,187.17,10.8,56944
Starr County,13,Texas,2016,64122,1229.28,6.26,1223.02,39.9,26691
Stephens County,5,Texas,2016,9906,921.48,26.84,894.64,21.4,42831
Sterling County,5.6,Texas,2016,1367,923.49,0.13,923.36,12.7,60577
Stonewall County,4.4,Texas,2016,1426,920.23,1.56,918.67,15.6,44225
Sutton County,6.7,Texas,2016,3869,1454.4,0.63,1453.76,14.1,54760
Swisher County,4,Texas,2016,7466,900.68,0.25,900.43,22.2,38790
Tarrant County,3.8,Texas,2016,2016872,897.48,34.06,863.42,13.6,61553
Taylor County,3.6,Texas,2016,136535,919.25,3.63,915.63,16.8,48215
Terrell County,4.3,Texas,2016,812,2357.75,0.03,2357.72,18.7,41114
Terry County,4.3,Texas,2016,12799,890.93,1.06,889.88,21.8,38910
Throckmorton County,4,Texas,2016,1533,915.47,3.13,912.34,14.9,42876
Titus County,6.1,Texas,2016,32592,425.69,15.15,410.54,14.9,45324
Tom Green County,4.3,Texas,2016,118386,1540.54,18.44,1522.1,13.4,48221
Travis County,3.1,Texas,2016,1199323,1022.08,32.77,989.3,12.2,70068
Trinity County,6,Texas,2016,14442,714,21.16,692.84,20.1,38973
Tyler County,7.9,Texas,2016,21320,935.71,12.81,922.9,18.4,43617
Upshur County,6.3,Texas,2016,40969,592.67,5.02,587.64,15.4,49015
Upton County,5.1,Texas,2016,3673,1241.83,0.16,1241.68,13.6,56335
Uvalde County,5.3,Texas,2016,27285,1558.6,2.06,1556.55,25.3,36913
Val Verde County,6.1,Texas,2016,48881,3232.4,62.02,3170.38,20.7,42104
Van Zandt County,4.1,Texas,2016,54355,859.48,10.84,848.64,14.8,49751
Victoria County,5.3,Texas,2016,92467,888.73,6.23,882.5,14.2,53659
Walker County,5,Texas,2016,71484,801.44,13.99,787.45,22.3,42709
Waller County,5.3,Texas,2016,50115,518.49,4.87,513.63,16.5,56407
Ward County,5.2,Texas,2016,11600,835.74,0.25,835.49,12.8,63809
Washington County,4.9,Texas,2016,35056,621.35,12.13,609.22,14.1,53157
Webb County,4.4,Texas,2016,271193,3375.53,18.69,3356.83,31.8,36718
Wharton County,4.8,Texas,2016,41735,1094.43,4.29,1090.13,17.4,46097
Wheeler County,5.3,Texas,2016,5546,915.34,1.08,914.26,13.4,47476
Wichita County,4.2,Texas,2016,131838,633.01,5.35,627.66,16.8,45071
Wilbarger County,4.6,Texas,2016,12892,978.1,7.03,971.06,15.8,40955
Willacy County,11.1,Texas,2016,21810,784.23,187.55,596.68,38.3,31225
Williamson County,3.3,Texas,2016,528718,1134.74,11.97,1122.77,5.8,82370
Wilson County,3.7,Texas,2016,48480,808.57,1.58,806.99,10.4,66045
Winkler County,7.6,Texas,2016,7893,841.24,0.19,841.05,15.0,53312
Wise County,4.4,Texas,2016,64455,922.77,18.17,904.61,12.0,57609
Wood County,5.1,Texas,2016,44227,695.8,45.58,650.22,13.2,47260
Yoakum County,4.4,Texas,2016,8488,799.76,0.01,799.75,12.2,57114
Young County,4.3,Texas,2016,18152,930.84,8.51,922.33,14.6,52133
Zapata County,10.5,Texas,2016,14349,1058.1,61.34,996.76,29.1,34136
Zavala County,13,Texas,2016,12023,1301.72,3.24,1298.48,34.4,25507
Beaver County,4.8,Utah,2016,6463,2592.28,2.33,2589.95,8.9,49843
Box Elder County,2.8,Utah,2016,53139,6729.03,1005.69,5723.34,9.5,57875
Cache County,2.3,Utah,2016,122753,1173.07,8.55,1164.52,12.8,57422
Carbon County,4.5,Utah,2016,20399,1484.57,6.12,1478.46,15.2,49743
Daggett County,4.6,Utah,2016,1095,723.06,24.71,698.36,8.2,54784
Davis County,2.5,Utah,2016,342281,633.7,329.22,304.48,6.3,77095
Duchesne County,6.1,Utah,2016,20337,3255.97,17.92,3238.05,13.8,56408
Emery County,4.4,Utah,2016,10216,4461.54,9.69,4451.85,12.4,54569
Garfield County,7.1,Utah,2016,4986,5208.2,33.98,5174.22,10.9,47901
Grand County,5.1,Utah,2016,9579,3694.08,12.52,3681.56,12.7,55916
Iron County,3.7,Utah,2016,49937,3301.84,3.87,3297.98,18.4,45581
Juab County,2.4,Utah,2016,11010,3406.28,14.54,3391.74,10.6,57820
Kane County,2.9,Utah,2016,7334,4108.42,116.46,3991.96,10.6,48697
Millard County,2.9,Utah,2016,12694,6828.01,238.87,6589.13,11.2,55656
Morgan County,2.3,Utah,2016,11437,610.79,1.66,609.13,4.3,85681
Piute County,5,Utah,2016,1466,765.76,7.95,757.81,17.7,39659
Rich County,3.2,Utah,2016,2319,1086.29,57.76,1028.53,9.3,60008
Salt Lake County,2.5,Utah,2016,1121354,807.78,70.4,737.38,9.4,68404
San Juan County,6.1,Utah,2016,16895,7933.09,112.91,7820.18,31.0,42747
Sanpete County,2.9,Utah,2016,29409,1602.66,14.55,1588.11,16.8,47768
Sevier County,3.3,Utah,2016,21267,1918.28,8.03,1910.25,13.8,50909
Summit County,3,Utah,2016,40307,1882.05,11,1871.05,6.0,94540
Tooele County,2.9,Utah,2016,64833,7287.12,356.76,6930.35,8.1,64675
Uintah County,6.8,Utah,2016,36373,4498.98,21.91,4477.07,11.4,64184
Utah County,2.3,Utah,2016,592299,2140.98,142.64,1998.33,11.4,69568
Wasatch County,2.8,Utah,2016,30528,1209.17,31.78,1177.39,5.5,73077
Washington County,2.8,Utah,2016,160245,2429.91,3.28,2426.62,12.5,54876
Wayne County,7.2,Utah,2016,2702,2466.47,6.15,2460.32,14.8,43080
Weber County,3,Utah,2016,247560,659.46,83.93,575.54,10.8,62768
Addison County,2.6,Vermont,2016,36959,808.3,38.12,770.18,9.7,59731
Bennington County,3.5,Vermont,2016,36191,677.67,1.4,676.27,13.9,51989
Caledonia County,3.6,Vermont,2016,30333,657.52,6.94,650.59,13.5,48747
Chittenden County,2.3,Vermont,2016,161531,619.64,80.6,539.04,9.6,67833
Essex County,5.3,Vermont,2016,6176,673.75,8.56,665.2,15.7,40813
Franklin County,3,Vermont,2016,48915,692.02,54.95,637.07,10.5,59418
Grand Isle County,3.8,Vermont,2016,6919,194.67,112.06,82.62,8.8,65601
Lamoille County,4,Vermont,2016,25333,463.75,2.78,460.97,12.1,56207
Orange County,2.6,Vermont,2016,28919,691.74,3.18,688.56,10.6,54272
Orleans County,4.3,Vermont,2016,26863,721.14,23.44,697.7,15.5,43107
Rutland County,3.4,Vermont,2016,59310,944.77,12.24,932.53,13.3,50569
Washington County,2.8,Vermont,2016,58504,695.43,6.26,689.17,10.8,55803
Windham County,3.1,Vermont,2016,43145,798.12,9.4,788.72,12.7,47074
Windsor County,2.7,Vermont,2016,55496,975.74,4.78,970.96,10.0,58123
Accomack County,4.7,Virginia,2016,32947,1310.05,854.8,455.24,20.0,39040
Albemarle County,3.2,Virginia,2016,106878,726.18,3.58,722.61,8.5,73132
Alexandria City,2.8,Virginia,2016,155810,15.41,0.23,15.18,10.5,87822
Alleghany County,4.9,Virginia,2016,15595,445.67,1.04,444.63,14.9,47037
Amelia County,3.9,Virginia,2016,12913,358.54,1.74,356.8,10.4,56172
Amherst County,4,Virginia,2016,31633,478.78,3.6,475.18,14.3,46497
Appomattox County,4.3,Virginia,2016,15475,334.73,1.05,333.69,13.9,51431
Arlington County,2.6,Virginia,2016,230050,25.96,0.09,25.87,7.5,108635
Augusta County,3.5,Virginia,2016,74997,970.93,0.57,970.36,9.2,56784
Bath County,3.3,Virginia,2016,4476,534.56,2.7,531.86,11.7,47059
Bedford County,3.8,Virginia,2016,77960,769.25,14.75,754.5,9.6,55708
Bland County,4.6,Virginia,2016,6513,358.73,0.06,358.67,13.8,44827
Botetourt County,3.4,Virginia,2016,33231,545.94,3.28,542.66,7.8,68390
Bristol City,5.1,Virginia,2016,16960,13.16,0.27,12.9,23.6,33659
