county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Jones County,4.1,South Dakota,2012,1007,971.66,1.14,970.52,13.4,44491
Kingsbury County,3,South Dakota,2012,5234,863.67,25.3,838.37,10.7,48628
Lake County,4,South Dakota,2012,11827,575.06,11.83,563.23,10.2,50089
Lawrence County,4.1,South Dakota,2012,24385,800.31,0.28,800.04,13.6,42927
Lincoln County,2.9,South Dakota,2012,48329,578.59,0.5,578.09,4.7,78360
Lyman County,5.1,South Dakota,2012,3781,1707.06,67.1,1639.96,22.2,40874
Marshall County,3.9,South Dakota,2012,4662,885.63,47.92,837.71,13.3,47765
McCook County,3.4,South Dakota,2012,5600,577.16,2.64,574.52,10.7,49638
McPherson County,4.8,South Dakota,2012,2428,1151.85,14.91,1136.94,16.9,38211
Meade County,4,South Dakota,2012,25930,3482.46,11.82,3470.63,9.8,51427
Mellette County,8.2,South Dakota,2012,2091,1309.75,3.26,1306.49,34.3,32164
Miner County,3.9,South Dakota,2012,2321,571.99,1.65,570.34,12.0,46311
Minnehaha County,3.5,South Dakota,2012,175494,813.69,4.01,809.67,11.6,48932
Moody County,4.5,South Dakota,2012,6457,521.1,1.43,519.67,10.2,51945
Pennington County,4.2,South Dakota,2012,104393,2784.31,8.16,2776.15,13.5,49033
Perkins County,4.1,South Dakota,2012,3030,2890.71,19.09,2871.62,14.0,38695
Potter County,3.4,South Dakota,2012,2351,898.43,31.94,866.49,11.1,47805
Roberts County,4.6,South Dakota,2012,10341,1135.35,34.08,1101.28,20.2,40759
Sanborn County,3.2,South Dakota,2012,2325,570.21,1.2,569.01,13.2,44800
Shannon County,13.3,South Dakota,2012,14071,2096.65,2.77,2093.88,47.4,28406
Spink County,3.4,South Dakota,2012,6650,1510.05,6.18,1503.87,11.0,48823
Stanley County,2.8,South Dakota,2012,2963,1516.99,73.71,1443.28,9.1,54512
Sully County,2.9,South Dakota,2012,1441,1070.36,63.46,1006.9,7.3,56221
Todd County,9.6,South Dakota,2012,9938,1390.9,2.78,1388.12,39.7,28943
Tripp County,3.5,South Dakota,2012,5485,1617.4,3.88,1613.52,17.9,41905
Turner County,3,South Dakota,2012,8330,617.45,0.63,616.82,9.9,52447
Union County,4.3,South Dakota,2012,14770,467.08,6.7,460.38,6.5,64772
Walworth County,5.1,South Dakota,2012,5470,744.22,36.41,707.81,14.4,40622
Yankton County,3.4,South Dakota,2012,22595,532.62,11.07,521.55,13.9,48284
Ziebach County,6.3,South Dakota,2012,2865,1971.05,8.72,1962.33,46.6,30856
Anderson County,7.1,Tennessee,2012,75326,344.82,7.31,337.51,18.5,41038
Bedford County,9,Tennessee,2012,45307,474.83,1.17,473.67,17.2,41726
Benton County,9.1,Tennessee,2012,16354,436.2,41.37,394.84,23.0,33560
Bledsoe County,9.7,Tennessee,2012,12791,406.71,0.4,406.32,27.0,32591
Blount County,6.1,Tennessee,2012,124069,566.65,8.08,558.56,14.5,46100
Bradley County,6.5,Tennessee,2012,101101,331.5,2.78,328.72,19.0,39821
Campbell County,10.2,Tennessee,2012,40460,498.25,18.19,480.07,25.6,32895
Cannon County,7.4,Tennessee,2012,13868,265.71,0.06,265.64,16.5,39262
Carroll County,10.9,Tennessee,2012,28707,599.86,0.84,599.02,19.2,35591
Carter County,8.2,Tennessee,2012,57309,347.62,6.57,341.05,23.0,33094
Cheatham County,6.2,Tennessee,2012,39245,307.13,4.47,302.66,12.9,51557
Chester County,7.3,Tennessee,2012,17213,288.74,0.22,288.52,19.4,40064
Claiborne County,9.4,Tennessee,2012,31770,441.55,7.27,434.28,24.6,33022
Clay County,10.5,Tennessee,2012,7801,259.25,23.14,236.11,25.8,29052
Cocke County,10.2,Tennessee,2012,35450,443.15,8.75,434.4,27.4,30141
Coffee County,7.8,Tennessee,2012,53132,434.46,5.62,428.84,18.5,41328
Crockett County,8.4,Tennessee,2012,14607,265.47,0.21,265.27,21.1,35838
Cumberland County,8.2,Tennessee,2012,57073,684.95,3.34,681.61,17.7,39522
Davidson County,5.4,Tennessee,2012,649004,526.11,23.85,502.26,19.0,44864
Decatur County,9.4,Tennessee,2012,11660,344.91,11.01,333.9,19.6,37167
Dekalb County,9.1,Tennessee,2012,18911,328.98,24.41,304.57,23.2,35688
Dickson County,7.3,Tennessee,2012,50177,491.28,1.42,489.87,17.3,43501
Dyer County,10.7,Tennessee,2012,38246,526.48,15.98,510.5,17.7,38121
Fayette County,8,Tennessee,2012,38662,706.23,1.73,704.5,16.4,52163
Fentress County,9.3,Tennessee,2012,17924,498.97,0.33,498.64,27.8,28388
Franklin County,6.8,Tennessee,2012,40786,575.77,21.25,554.52,18.2,42066
Gibson County,9.9,Tennessee,2012,49689,603.59,0.92,602.67,19.8,35807
Giles County,7.9,Tennessee,2012,29006,611.17,0.25,610.93,18.5,38251
Grainger County,9.4,Tennessee,2012,22649,302.44,22.11,280.33,21.4,35278
Greene County,8.9,Tennessee,2012,68654,624.11,2.42,621.69,22.9,34964
Grundy County,9.5,Tennessee,2012,13653,361.14,0.58,360.56,25.6,27915
Hamblen County,8.7,Tennessee,2012,62712,175.77,14.74,161.03,21.5,36787
Hamilton County,6.2,Tennessee,2012,345783,575.72,33.28,542.44,15.3,47369
Hancock County,10.7,Tennessee,2012,6675,223.5,1.21,222.29,31.8,25301
Hardeman County,10.5,Tennessee,2012,26528,670.39,2.84,667.55,27.3,32556
Hardin County,9.7,Tennessee,2012,26005,596.31,18.45,577.86,21.4,35154
Hawkins County,8.1,Tennessee,2012,56561,499.63,12.97,486.66,17.1,36318
Haywood County,10.8,Tennessee,2012,18281,534.15,0.95,533.2,21.9,32614
Henderson County,9.3,Tennessee,2012,28006,525.91,5.89,520.02,19.1,36983
Henry County,9,Tennessee,2012,32373,593.45,31.77,561.68,19.2,35892
Hickman County,7.7,Tennessee,2012,24132,612.7,0.18,612.52,22.7,36356
Houston County,10.6,Tennessee,2012,8408,206.92,6.71,200.21,21.4,37311
Humphreys County,8.5,Tennessee,2012,18271,556.72,24.5,532.22,16.0,42056
Jackson County,9.8,Tennessee,2012,11524,319.56,10.67,308.88,24.4,32013
Jefferson County,8.5,Tennessee,2012,52428,314.33,40.51,273.81,18.4,39970
Johnson County,8.2,Tennessee,2012,18121,302.73,4.26,298.47,28.7,30020
Knox County,5.5,Tennessee,2012,440793,525.78,17.32,508.46,16.1,46325
Lake County,9.9,Tennessee,2012,7710,193.79,30.38,163.42,44.8,26445
Lauderdale County,10.8,Tennessee,2012,27676,507.14,36.69,470.45,28.7,31672
Lawrence County,9.2,Tennessee,2012,42133,617.91,0.74,617.17,19.9,36536
Lewis County,10.3,Tennessee,2012,11918,282.48,0.38,282.09,20.1,35062
Lincoln County,5.5,Tennessee,2012,33442,570.63,0.39,570.23,16.5,42178
Loudon County,6.8,Tennessee,2012,49732,247.31,18.43,228.88,13.5,49616
Macon County,7.5,Tennessee,2012,22501,307.19,0.06,307.13,21.4,35341
Madison County,7.5,Tennessee,2012,98523,558.63,1.63,557,18.4,42488
Marion County,8.3,Tennessee,2012,28218,512.32,13.96,498.36,18.5,39170
Marshall County,8.5,Tennessee,2012,30928,376.1,0.75,375.36,16.9,41455
Maury County,6.8,Tennessee,2012,81969,615.52,2.66,612.86,17.2,43346
McMinn County,8.3,Tennessee,2012,52429,432.22,1.94,430.28,21.2,37502
McNairy County,10,Tennessee,2012,26160,560.84,0.79,560.04,21.5,33110
Meigs County,9.2,Tennessee,2012,11701,216.78,21.92,194.86,20.4,36361
Monroe County,8.9,Tennessee,2012,45150,652.58,17.67,634.91,17.4,37850
Montgomery County,6.9,Tennessee,2012,185225,543.84,4.57,539.28,16.9,48267
Moore County,5.2,Tennessee,2012,6336,130.38,1.21,129.18,13.5,47091
Morgan County,9.4,Tennessee,2012,21947,522.4,0.35,522.04,23.3,36170
Obion County,12,Tennessee,2012,31346,555.35,10.43,544.91,19.7,38718
Overton County,7.9,Tennessee,2012,22222,434.82,1.43,433.38,20.9,33220
Perry County,8.8,Tennessee,2012,7854,422.9,8,414.89,23.1,31493
Pickett County,8.8,Tennessee,2012,5070,174.58,11.66,162.92,19.5,32023
Polk County,8.9,Tennessee,2012,16606,442.35,7.3,435.05,19.3,36595
Putnam County,7.3,Tennessee,2012,73487,402.56,1.5,401.05,24.6,34060
Rhea County,9.6,Tennessee,2012,32338,336.39,20.45,315.94,21.0,40682
Roane County,8.1,Tennessee,2012,53506,394.98,34,360.98,16.6,41499
Robertson County,6.2,Tennessee,2012,66743,476.67,0.2,476.47,12.7,54065
Rutherford County,5.6,Tennessee,2012,274386,623.94,5.03,618.91,12.9,53566
Scott County,14.7,Tennessee,2012,22175,533.22,1.13,532.09,24.9,29556
Sequatchie County,7.5,Tennessee,2012,14426,266.02,0.18,265.85,21.2,38695
Sevier County,7.2,Tennessee,2012,92299,597.73,5.45,592.29,15.5,42490
Shelby County,7.9,Tennessee,2012,938965,783.63,29.1,754.53,21.8,44382
Smith County,7,Tennessee,2012,19114,325.35,10.94,314.41,17.3,42927
Stewart County,10.6,Tennessee,2012,13311,493.2,34.72,458.48,17.9,41685
Sullivan County,6.6,Tennessee,2012,156547,429.69,16.67,413.02,17.7,38647
Sumner County,5.7,Tennessee,2012,166101,543.12,13.81,529.3,10.0,55100
Tipton County,8.2,Tennessee,2012,61609,474.72,15.35,459.37,14.3,51246
Trousdale County,7.4,Tennessee,2012,7774,116.64,2.4,114.24,18.1,41823
Unicoi County,9.9,Tennessee,2012,18227,186.49,0.35,186.14,19.2,36786
Union County,8.7,Tennessee,2012,19120,247.13,23.57,223.56,24.4,33866
Van Buren County,11.6,Tennessee,2012,5635,274.59,1.14,273.46,20.1,35201
Warren County,8.6,Tennessee,2012,39745,434.08,1.4,432.69,22.5,33576
Washington County,6.2,Tennessee,2012,124907,329.8,3.49,326.31,17.4,42371
Wayne County,8.6,Tennessee,2012,16996,735.59,1.63,733.96,23.9,32016
Weakley County,9.9,Tennessee,2012,34594,581.81,1.62,580.19,21.0,37595
White County,9.7,Tennessee,2012,26096,379.39,2.8,376.58,18.3,34534
Williamson County,4.3,Tennessee,2012,193095,583.62,0.94,582.68,6.6,93003
Wilson County,5.6,Tennessee,2012,119109,583.2,12.63,570.57,10.1,57676
Anderson County,5.9,Texas,2012,58019,1077.95,7.16,1070.79,22.5,41530
Andrews County,3.6,Texas,2012,16107,1500.99,0.36,1500.64,11.3,57690
Angelina County,6.3,Texas,2012,87520,864.45,62.89,801.56,20.8,39747
Aransas County,6.1,Texas,2012,23665,527.95,276.09,251.86,19.6,40883
Archer County,5,Texas,2012,8785,925.78,16.09,909.7,9.4,55459
Armstrong County,3.9,Texas,2012,1945,913.81,0.18,913.63,11.0,50040
Atascosa County,6,Texas,2012,46455,1235.61,3.49,1232.12,17.8,44828
Austin County,5.7,Texas,2012,28547,656.37,3.78,652.59,11.8,51448
Bailey County,5.9,Texas,2012,7134,827.38,0.68,826.69,17.5,38504
Bandera County,5.8,Texas,2012,20607,797.54,5.81,791.73,13.9,48492
Bastrop County,5.8,Texas,2012,74738,895.92,7.57,888.35,14.3,50024
Baylor County,4.7,Texas,2012,3618,901.01,30.24,870.77,19.5,33164
Bee County,6.7,Texas,2012,32448,880.31,0.17,880.14,27.6,39070
Bell County,6.8,Texas,2012,323105,1087.93,28.21,1059.72,14.4,48391
Bexar County,5.7,Texas,2012,1788530,1256.66,9.84,1246.82,19.1,49651
Blanco County,4.7,Texas,2012,10641,713.41,2.16,711.24,12.7,52668
Borden County,4.3,Texas,2012,613,906.04,7.24,898.8,8.8,58489
Bosque County,6.3,Texas,2012,18118,1002.63,13.46,989.18,16.4,40763
Bowie County,6.8,Texas,2012,93136,922.77,34.9,887.87,20.3,40574
Brazoria County,5.8,Texas,2012,324373,1597.44,211.04,1386.4,11.7,64883
Brazos County,4.7,Texas,2012,200247,590.29,4.51,585.78,27.2,40064
Brewster County,4.4,Texas,2012,9243,6192.78,0.18,6192.61,15.1,39235
Briscoe County,4.5,Texas,2012,1566,901.59,1.33,900.25,16.3,35983
Brooks County,7.6,Texas,2012,7189,943.61,0.33,943.28,32.1,26857
Brown County,6.2,Texas,2012,37852,956.94,13.08,943.85,18.9,43303
Burleson County,5.6,Texas,2012,17329,677.78,12.24,665.54,16.0,43561
Burnet County,5.4,Texas,2012,43506,1020.96,24.93,996.04,15.3,49685
Caldwell County,6.3,Texas,2012,38699,547.41,1.69,545.73,20.0,42963
Calhoun County,6.2,Texas,2012,21573,1032.16,519.84,512.31,16.7,44736
Callahan County,5.4,Texas,2012,13516,901.26,2.64,898.62,16.5,41874
Cameron County,9.7,Texas,2012,415445,1276.33,370.58,905.76,35.5,31080
Camp County,7.3,Texas,2012,12467,203.2,5.69,197.51,22.1,37232
Carson County,4.2,Texas,2012,6109,924.1,0.91,923.19,8.9,53302
Cass County,8.5,Texas,2012,30205,960.35,22.99,937.35,20.1,36172
Castro County,3.7,Texas,2012,8187,899.32,1,898.31,20.1,40710
Chambers County,7.2,Texas,2012,36408,871.99,272.68,599.31,9.0,73031
Cherokee County,6.8,Texas,2012,51200,1061.93,9.72,1052.22,26.7,35202
Childress County,4.1,Texas,2012,7089,713.61,3.27,710.34,25.0,34731
Clay County,5.1,Texas,2012,10513,1116.17,18.36,1097.82,11.7,51960
Cochran County,6.5,Texas,2012,3021,775.31,0.09,775.22,20.7,35652
Coke County,5,Texas,2012,3218,927.97,29.17,898.81,14.7,37891
Coleman County,6.5,Texas,2012,8677,1281.45,21.25,1260.2,22.0,32231
Collin County,5.3,Texas,2012,837229,885.85,38.29,847.56,7.8,81992
Collingsworth County,4.4,Texas,2012,3022,919.44,0.64,918.8,21.2,35484
Colorado County,5.9,Texas,2012,20684,973.59,10.64,962.95,17.8,40702
Comal County,5.6,Texas,2012,115005,574.59,13.15,561.45,10.0,59081
Comanche County,5.5,Texas,2012,13705,947.67,9.98,937.69,21.4,36522
Concho County,3.5,Texas,2012,4073,993.69,2.23,991.45,33.7,37147
Cooke County,4.6,Texas,2012,38771,898.81,25.17,873.64,14.8,51473
Coryell County,6.9,Texas,2012,76837,1056.73,4.97,1051.76,14.6,46132
Cottle County,6.9,Texas,2012,1485,901.59,0.42,901.18,20.8,30660
Crane County,4.2,Texas,2012,4562,785.59,0.03,785.56,10.1,55599
Crockett County,4.4,Texas,2012,3717,2807.43,0.01,2807.42,14.3,46713
Crosby County,5.9,Texas,2012,6097,901.69,2.17,899.51,24.3,36492
Culberson County,5.2,Texas,2012,2309,3812.71,0.25,3812.46,23.2,31430
Dallam County,3.2,Texas,2012,6978,1505.26,0.56,1504.69,13.8,40312
Dallas County,6.4,Texas,2012,2452421,908.56,28.96,879.6,19.3,47343
Dawson County,5.3,Texas,2012,13647,902.12,0.06,902.06,22.3,36312
Deaf Smith County,4.2,Texas,2012,19327,1498.26,0.92,1497.34,17.7,39481
Delta County,6.2,Texas,2012,5301,277.92,0.84,277.08,19.0,37515
Denton County,5.2,Texas,2012,707475,957.88,69.34,888.54,8.8,71338
Dewitt County,4.2,Texas,2012,20478,910.47,1.29,909.18,19.4,40515
Dickens County,9.4,Texas,2012,2315,905.21,1,904.21,24.2,32829
Dimmit County,5.5,Texas,2012,10487,1334.48,3.57,1330.91,25.7,33342
Donley County,5.3,Texas,2012,3651,933.05,3.28,929.77,19.8,35081
Duval County,6.4,Texas,2012,11586,1795.67,2.97,1792.71,25.3,33223
Eastland County,6,Texas,2012,18408,931.9,5.89,926.01,21.4,37916
Ector County,4.1,Texas,2012,144513,901.68,0.62,901.06,14.5,49784
Edwards County,6.1,Texas,2012,1974,2119.95,0.19,2119.75,22.2,34388
El Paso County,7.8,Texas,2012,830853,951.66,11.75,939.91,24.0,40092
Ellis County,6.1,Texas,2012,153730,1014.68,1.57,1013.11,10.9,58016
Erath County,5.2,Texas,2012,39488,1089.8,3.47,1086.33,22.2,38636
Falls County,6.6,Texas,2012,17554,773.81,4.72,769.09,24.9,34388
Fannin County,6.3,Texas,2012,33695,899.16,7.71,891.45,17.7,43183
Fayette County,4.4,Texas,2012,24706,959.84,9.81,950.03,12.7,46907
Fisher County,4.8,Texas,2012,3840,901.74,0.58,901.16,15.7,38963
Floyd County,5.3,Texas,2012,6372,992.51,0.32,992.19,24.5,34503
Foard County,5.5,Texas,2012,1310,707.69,1.01,706.68,18.4,32041
Fort Bend County,5.4,Texas,2012,625796,886.05,11.41,874.64,8.9,86037
Franklin County,7.1,Texas,2012,10609,294.77,9.12,285.66,17.0,40892
Freestone County,6.4,Texas,2012,19431,892.13,14.7,877.43,16.7,45402
Frio County,4.6,Texas,2012,17876,1134.28,1.26,1133.02,32.0,32276
Gaines County,3.7,Texas,2012,18377,1502.84,0.49,1502.35,15.9,46659
Galveston County,6.8,Texas,2012,301067,872.93,474.46,398.47,12.3,59588
Garza County,4.3,Texas,2012,6450,896.19,0.63,895.56,30.6,39988
Gillespie County,4.2,Texas,2012,25167,1061.48,0.42,1061.06,12.2,51132
Glasscock County,3.7,Texas,2012,1259,900.93,0.19,900.75,9.5,55394
Goliad County,5.1,Texas,2012,7329,859.35,5.83,853.52,16.2,46400
Gonzales County,4.5,Texas,2012,19910,1069.82,2.07,1067.75,20.7,36006
Gray County,4.9,Texas,2012,22834,929.25,0.97,928.28,17.6,43131
Grayson County,6.2,Texas,2012,121636,979.19,45.68,933.51,16.4,46127
Gregg County,5.8,Texas,2012,122835,276.37,2.34,274.03,18.8,43321
Grimes County,5.6,Texas,2012,26703,801.16,7.56,793.6,19.9,42674
Guadalupe County,5.3,Texas,2012,139741,714.17,3.03,711.14,9.5,62141
Hale County,6,Texas,2012,36284,1004.77,0.12,1004.65,22.0,40118
Hall County,7,Texas,2012,3280,904.08,0.99,903.09,24.3,28656
Hamilton County,5.6,Texas,2012,8289,836.38,0.67,835.71,17.4,37386
Hansford County,3.2,Texas,2012,5529,920.4,0.6,919.8,13.2,51038
Hardeman County,5.3,Texas,2012,4062,697,1.62,695.38,18.3,34601
Hardin County,7.9,Texas,2012,55114,897.37,3.04,894.33,12.9,52318
Harris County,5.9,Texas,2012,4259206,1777.69,48.87,1728.83,18.6,51298
Harrison County,6.8,Texas,2012,66283,915.09,16.38,898.71,17.9,44958
Hartley County,2.9,Texas,2012,6152,1463.2,0.95,1462.25,11.7,61498
Haskell County,4.6,Texas,2012,5907,910.25,7.29,902.97,24.7,31505
Hays County,5.2,Texas,2012,168408,679.79,1.92,677.87,16.3,55819
Hemphill County,2.7,Texas,2012,4070,912.06,2.38,909.68,8.6,60499
Henderson County,6.9,Texas,2012,78951,949,74.76,874.24,23.1,38017
Hidalgo County,9.7,Texas,2012,806388,1582.66,12.92,1569.75,34.2,33393
Hill County,6,Texas,2012,35083,985.65,23.29,962.36,20.0,37610
Hockley County,4.6,Texas,2012,23108,908.55,0.27,908.28,16.8,46010
Hood County,5.9,Texas,2012,52127,436.8,15.19,421.61,11.6,56591
Hopkins County,5.7,Texas,2012,35391,792.74,10.35,782.4,17.4,40228
Houston County,6.2,Texas,2012,23143,1236.83,5.94,1230.89,25.5,33650
Howard County,4.9,Texas,2012,35490,904.19,1.36,902.84,20.9,42256
Hudspeth County,6.6,Texas,2012,3351,4571.93,0.93,4571,29.7,30043
Hunt County,7.5,Texas,2012,87117,882.02,40.87,841.16,19.5,42821
Hutchinson County,5.6,Texas,2012,21960,894.95,7.58,887.37,13.2,50752
Irion County,3.9,Texas,2012,1573,1051.59,0.11,1051.48,10.1,57551
Jack County,5.1,Texas,2012,8999,920.11,3.5,916.61,16.9,44064
Jackson County,4.5,Texas,2012,14279,857.03,27.54,829.49,15.6,45363
Jasper County,10,Texas,2012,35859,969.62,32.22,937.4,20.6,39219
Jeff Davis County,4.3,Texas,2012,2303,2264.6,0.18,2264.43,13.2,43065
Jefferson County,10.5,Texas,2012,251250,1111.26,207.71,903.55,21.1,41207
Jim Hogg County,6.4,Texas,2012,5261,1136.16,0.05,1136.11,24.7,34546
Jim Wells County,5.7,Texas,2012,41672,868.22,3.71,864.52,20.1,43696
Johnson County,5.9,Texas,2012,153313,734.46,5.03,729.42,12.9,56659
Jones County,6.2,Texas,2012,19873,937.13,6.14,930.99,26.6,38066
Karnes County,5.2,Texas,2012,14859,753.58,3.27,750.32,27.1,37292
Kaufman County,6.2,Texas,2012,106664,806.81,20.76,786.04,14.1,55044
Kendall County,4.8,Texas,2012,35766,663.04,0.6,662.44,8.9,68975
Kenedy County,4,Texas,2012,440,1945.6,488.83,1456.77,16.4,36236
Kent County,3.3,Texas,2012,836,902.91,0.58,902.33,12.9,38627
Kerr County,5.3,Texas,2012,49751,1107.66,1.54,1106.12,18.4,40919
Kimble County,4.4,Texas,2012,4541,1250.92,0.23,1250.7,18.9,38378
King County,4.3,Texas,2012,272,913.33,1.04,912.29,9.8,53263
Kinney County,7.4,Texas,2012,3626,1365.31,1.87,1363.44,22.9,38870
Kleberg County,6.2,Texas,2012,32114,1090.29,219.32,870.97,24.3,39237
Knox County,4.6,Texas,2012,3761,855.43,6.43,849,21.1,33182
La Salle County,3.8,Texas,2012,7141,1494.23,5.38,1488.85,34.4,32001
Lamar County,8.6,Texas,2012,49837,932.47,15.66,916.81,23.0,37943
Lamb County,6.1,Texas,2012,13917,1017.73,1.52,1016.21,20.3,34505
Lampasas County,6.7,Texas,2012,20117,713.96,1.92,712.04,16.3,48442
Lavaca County,4.4,Texas,2012,19439,970.35,0.45,969.9,12.2,41606
Lee County,4.8,Texas,2012,16553,634.03,5.53,628.5,14.1,49906
Leon County,6.6,Texas,2012,16748,1080.38,8.34,1072.04,16.7,42201
Liberty County,8.6,Texas,2012,76425,1176.22,16.54,1159.68,18.6,48441
Limestone County,6.1,Texas,2012,23639,933.15,24.27,908.88,21.9,36496
Lipscomb County,3.4,Texas,2012,3457,932.22,0.11,932.11,11.3,51003
Live Oak County,4.1,Texas,2012,11683,1078.83,42.53,1036.3,17.9,44573
Llano County,6.2,Texas,2012,19102,966.18,31.41,934.76,16.0,44316
Loving County,5.7,Texas,2012,81,676.85,3.77,673.08,16.9,41252
Lubbock County,4.7,Texas,2012,286241,900.7,1.2,899.49,22.0,41555
Lynn County,4.9,Texas,2012,5773,893.46,1.58,891.88,20.2,34852
Madison County,6.5,Texas,2012,13715,472.44,2.8,469.65,23.9,36579
Marion County,8.4,Texas,2012,10317,420.36,39.15,381.21,24.0,33330
Martin County,3.9,Texas,2012,5004,915.62,0.84,914.78,14.5,47358
Mason County,4.6,Texas,2012,4042,932.18,0.11,932.07,15.6,42128
Matagorda County,8.7,Texas,2012,36560,1612.19,497.73,1114.46,19.7,40860
Maverick County,11,Texas,2012,55696,1291.74,11.66,1280.08,28.4,31313
McCulloch County,5,Texas,2012,8273,1073.35,4.05,1069.31,21.3,36483
McLennan County,6,Texas,2012,239385,1060.23,18.34,1041.88,19.8,40855
McMullen County,2.1,Texas,2012,735,1142.6,29.6,1113,11.3,49866
Medina County,5.9,Texas,2012,46811,1334.53,6.77,1327.76,17.3,51345
Menard County,5.5,Texas,2012,2227,902.25,0.34,901.91,24.9,31608
Midland County,3.4,Texas,2012,147139,901.97,1.72,900.25,9.8,61268
Milam County,8.4,Texas,2012,24138,1021.67,4.95,1016.71,22.1,38715
Mills County,4.9,Texas,2012,4830,749.89,1.78,748.11,20.1,39396
Mitchell County,5.2,Texas,2012,9320,915.9,5.86,910.04,24.0,37395
Montague County,4.8,Texas,2012,19470,938.44,7.78,930.66,17.3,45996
Montgomery County,5.3,Texas,2012,484674,1076.81,32.78,1044.03,12.5,65874
Moore County,3.9,Texas,2012,22413,909.61,9.95,899.66,13.9,47445
Morris County,8.9,Texas,2012,12743,258.64,4.13,254.51,22.7,35294
Motley County,4.9,Texas,2012,1196,989.81,0.43,989.38,17.5,36772
Nacogdoches County,6.2,Texas,2012,65854,981.33,34.56,946.77,24.3,35183
Navarro County,6.4,Texas,2012,48095,1086.17,78.51,1007.66,20.3,40624
Newton County,10.3,Texas,2012,14320,939.51,6.82,932.69,21.0,35830
Nolan County,5.3,Texas,2012,14881,913.93,1.94,911.98,20.9,34941
Nueces County,5.9,Texas,2012,347816,1166.42,330.6,835.82,17.5,48066
Ochiltree County,3.5,Texas,2012,10559,918.07,0.51,917.56,11.3,55700
Oldham County,4.2,Texas,2012,2044,1501.42,0.79,1500.63,14.0,49048
Orange County,10.1,Texas,2012,82984,379.54,23.14,356.4,16.8,49238
Palo Pinto County,6.3,Texas,2012,27846,985.5,32.57,952.93,19.0,40817
Panola County,6.4,Texas,2012,24010,821.34,20.42,800.92,13.9,50916
Parker County,5.4,Texas,2012,119778,910.09,6.58,903.51,10.8,63720
Parmer County,3.8,Texas,2012,10159,885.17,3.51,881.66,14.4,44256
Pecos County,4.9,Texas,2012,15570,4764.73,1.07,4763.66,19.3,42378
Polk County,7.2,Texas,2012,45835,1109.81,52.55,1057.26,17.8,40254
Potter County,4.9,Texas,2012,122792,921.98,12.74,909.24,23.4,35754
Presidio County,11.9,Texas,2012,7557,3856.26,0.75,3855.51,21.7,32861
Rains County,6.4,Texas,2012,10944,258.87,26.82,232.05,17.1,41349
Randall County,4,Texas,2012,124894,922.42,7.99,914.43,11.3,56716
Reagan County,3.6,Texas,2012,3464,1175.98,0.68,1175.3,9.4,56680
Real County,8.7,Texas,2012,3370,700.04,0.13,699.91,21.5,33598
Red River County,9.7,Texas,2012,12722,1057.61,7.43,1050.18,20.8,33153
Reeves County,5.9,Texas,2012,13925,2641.95,6.07,2635.88,28.2,34431
Refugio County,5.3,Texas,2012,7251,818.64,48.43,770.21,15.9,40970
Roberts County,4.8,Texas,2012,950,924.19,0.1,924.09,8.1,60857
Robertson County,7.2,Texas,2012,16449,865.67,11.11,854.56,17.9,39771
Rockwall County,5.6,Texas,2012,82871,148.7,19.91,128.79,6.7,85164
Runnels County,4.6,Texas,2012,10423,1057.13,6.4,1050.73,20.0,35593
Rusk County,5.8,Texas,2012,53800,938.62,15.07,923.55,18.2,44478
Sabine County,13.1,Texas,2012,10469,576.61,86.34,490.27,20.7,35805
San Augustine County,11.2,Texas,2012,8830,592.21,64.34,527.87,23.9,31714
San Jacinto County,7.4,Texas,2012,27003,627.9,57.25,570.65,19.6,42160
San Patricio County,6.8,Texas,2012,65336,707.06,15.41,691.65,16.5,48287
San Saba County,5.2,Texas,2012,5983,1138.25,3.78,1134.47,21.1,37107
Schleicher County,3.6,Texas,2012,3255,1310.65,0.04,1310.61,15.7,47322
Scurry County,3.7,Texas,2012,17083,907.53,5.03,902.5,15.6,49340
Shackelford County,3.1,Texas,2012,3344,915.54,1.59,913.95,13.5,48779
Shelby County,6.9,Texas,2012,26024,834.53,40.43,794.11,19.2,37122
Sherman County,4,Texas,2012,3061,923.2,0.16,923.03,13.0,46196
Smith County,6.6,Texas,2012,214774,949.45,21.06,928.38,17.2,46305
Somervell County,6.1,Texas,2012,8591,191.9,4.73,187.17,11.4,52988
Starr County,13.3,Texas,2012,61883,1229.28,6.26,1223.02,43.6,23358
Stephens County,5.3,Texas,2012,9475,921.48,26.84,894.64,20.2,40805
Sterling County,3.2,Texas,2012,1191,923.49,0.13,923.36,12.0,51059
Stonewall County,3.7,Texas,2012,1467,920.23,1.56,918.67,16.7,39054
Sutton County,4.4,Texas,2012,3932,1454.4,0.63,1453.76,13.1,60695
Swisher County,5.2,Texas,2012,7878,900.68,0.25,900.43,21.1,37076
Tarrant County,5.9,Texas,2012,1882352,897.48,34.06,863.42,15.5,56030
Taylor County,5,Texas,2012,134151,919.25,3.63,915.63,18.9,43181
Terrell County,4,Texas,2012,917,2357.75,0.03,2357.72,17.1,37395
Terry County,5.8,Texas,2012,12604,890.93,1.06,889.88,23.3,34928
Throckmorton County,4.7,Texas,2012,1604,915.47,3.13,912.34,12.9,41149
