County,State,Population 2010,,,
Aurora County,South Dakota,2742,,,
Beadle County,South Dakota,17753,,,
Bennett County,South Dakota,3436,,,
Bon Homme County,South Dakota,7029,,,
Brookings County,South Dakota,32629,,,
Brown County,South Dakota,37331,,,
Brule County,South Dakota,5293,,,
Buffalo County,South Dakota,2020,,,
Butte County,South Dakota,10228,,,
Campbell County,South Dakota,1396,,,
Charles Mix County,South Dakota,9216,,,
Clark County,South Dakota,3585,,,
Clay County,South Dakota,14131,,,
Codington County,South Dakota,27606,,,
Corson County,South Dakota,4077,,,
Custer County,South Dakota,8339,,,
Davison County,South Dakota,19769,,,
Day County,South Dakota,5613,,,
Deuel County,South Dakota,4380,,,
Dewey County,South Dakota,5538,,,
Douglas County,South Dakota,2970,,,
Edmunds County,South Dakota,4026,,,
Fall River County,South Dakota,6971,,,
Faulk County,South Dakota,2377,,,
Grant County,South Dakota,7259,,,
Gregory County,South Dakota,4265,,,
Haakon County,South Dakota,1939,,,
Hamlin County,South Dakota,5918,,,
Hand County,South Dakota,3388,,,
Hanson County,South Dakota,3377,,,
Harding County,South Dakota,1316,,,
Hughes County,South Dakota,17450,,,
Hutchinson County,South Dakota,7187,,,
Hyde County,South Dakota,1437,,,
Jackson County,South Dakota,3191,,,
Jerauld County,South Dakota,2047,,,
Jones County,South Dakota,1013,,,
Kingsbury County,South Dakota,5220,,,
Lake County,South Dakota,11771,,,
Lawrence County,South Dakota,24397,,,
Lincoln County,South Dakota,48296,,,
Lyman County,South Dakota,3789,,,
McCook County,South Dakota,5610,,,
McPherson County,South Dakota,2439,,,
Marshall County,South Dakota,4671,,,
Meade County,South Dakota,26052,,,
Mellette County,South Dakota,2101,,,
Miner County,South Dakota,2326,,,
Minnehaha County,South Dakota,175037,,,
Moody County,South Dakota,6446,,,
Pennington County,South Dakota,104347,,,
Perkins County,South Dakota,3037,,,
Potter County,South Dakota,2359,,,
Roberts County,South Dakota,10303,,,
Sanborn County,South Dakota,2324,,,
Shannon County,South Dakota,14059,,,
Spink County,South Dakota,6611,,,
Stanley County,South Dakota,2969,,,
Sully County,South Dakota,1427,,,
Todd County,South Dakota,9942,,,
Tripp County,South Dakota,5485,,,
Turner County,South Dakota,8308,,,
Union County,South Dakota,14855,,,
Walworth County,South Dakota,5459,,,
Yankton County,South Dakota,22603,,,
Ziebach County,South Dakota,2869,,,
Anderson County,Tennessee,75416,,,
Bedford County,Tennessee,45573,,,
Benton County,Tennessee,16361,,,
Bledsoe County,Tennessee,12792,,,
Blount County,Tennessee,124177,,,
Bradley County,Tennessee,101134,,,
Campbell County,Tennessee,40420,,,
Cannon County,Tennessee,13811,,,
Carroll County,Tennessee,28390,,,
Carter County,Tennessee,57355,,,
Cheatham County,Tennessee,39271,,,
Chester County,Tennessee,17171,,,
Claiborne County,Tennessee,31736,,,
Clay County,Tennessee,7840,,,
Cocke County,Tennessee,35571,,,
Coffee County,Tennessee,53222,,,
Crockett County,Tennessee,14623,,,
Cumberland County,Tennessee,57029,,,
Davidson County,Tennessee,648295,,,
Decatur County,Tennessee,11673,,,
DeKalb County,Tennessee,18901,,,
Dickson County,Tennessee,50381,,,
Dyer County,Tennessee,38255,,,
Fayette County,Tennessee,38659,,,
Fentress County,Tennessee,17940,,,
Franklin County,Tennessee,40772,,,
Gibson County,Tennessee,49626,,,
Giles County,Tennessee,29072,,,
Grainger County,Tennessee,22706,,,
Greene County,Tennessee,68819,,,
Grundy County,Tennessee,13650,,,
Hamblen County,Tennessee,62746,,,
Hamilton County,Tennessee,345545,,,
Hancock County,Tennessee,6720,,,
Hardeman County,Tennessee,26533,,,
Hardin County,Tennessee,25950,,,
Hawkins County,Tennessee,56587,,,
Haywood County,Tennessee,18240,,,
Henderson County,Tennessee,28023,,,
Henry County,Tennessee,32341,,,
Hickman County,Tennessee,24170,,,
Houston County,Tennessee,8413,,,
Humphreys County,Tennessee,18275,,,
Jackson County,Tennessee,11441,,,
Jefferson County,Tennessee,52191,,,
Johnson County,Tennessee,18095,,,
Knox County,Tennessee,441311,,,
Lake County,Tennessee,7690,,,
Lauderdale County,Tennessee,27718,,,
Lawrence County,Tennessee,42086,,,
Lewis County,Tennessee,11896,,,
Lincoln County,Tennessee,33503,,,
Loudon County,Tennessee,49793,,,
McMinn County,Tennessee,52416,,,
McNairy County,Tennessee,26180,,,
Macon County,Tennessee,22498,,,
Madison County,Tennessee,98656,,,
Marion County,Tennessee,28291,,,
Marshall County,Tennessee,30883,,,
Maury County,Tennessee,81990,,,
Meigs County,Tennessee,11698,,,
Monroe County,Tennessee,45133,,,
Montgomery County,Tennessee,184468,,,
Moore County,Tennessee,6339,,,
Morgan County,Tennessee,21931,,,
Obion County,Tennessee,31340,,,
Overton County,Tennessee,22190,,,
Perry County,Tennessee,7860,,,
Pickett County,Tennessee,5100,,,
Polk County,Tennessee,16686,,,
Putnam County,Tennessee,73229,,,
Rhea County,Tennessee,32247,,,
Roane County,Tennessee,53469,,,
Robertson County,Tennessee,66931,,,
Rutherford County,Tennessee,274454,,,
Scott County,Tennessee,22173,,,
Sequatchie County,Tennessee,14423,,,
Sevier County,Tennessee,92512,,,
Shelby County,Tennessee,940764,,,
Smith County,Tennessee,19102,,,
Stewart County,Tennessee,13297,,,
Sullivan County,Tennessee,156786,,,
Sumner County,Tennessee,166123,,,
Tipton County,Tennessee,61705,,,
Trousdale County,Tennessee,7795,,,
Unicoi County,Tennessee,18235,,,
Union County,Tennessee,19127,,,
Van Buren County,Tennessee,5628,,,
Warren County,Tennessee,39839,,,
Washington County,Tennessee,125094,,,
Wayne County,Tennessee,16996,,,
Weakley County,Tennessee,34793,,,
White County,Tennessee,26082,,,
Williamson County,Tennessee,192911,,,
Wilson County,Tennessee,118961,,,
Anderson County,Texas,58190,,,
Andrews County,Texas,16117,,,
Angelina County,Texas,87597,,,
Aransas County,Texas,23818,,,
Archer County,Texas,8735,,,
Armstrong County,Texas,1944,,,
Atascosa County,Texas,46446,,,
Austin County,Texas,28618,,,
Bailey County,Texas,7130,,,
Bandera County,Texas,20537,,,
Bastrop County,Texas,74763,,,
Baylor County,Texas,3623,,,
Bee County,Texas,32527,,,
Bell County,Texas,323037,,,
Bexar County,Texas,1785704,,,
Blanco County,Texas,10655,,,
Borden County,Texas,616,,,
Bosque County,Texas,18125,,,
Bowie County,Texas,93148,,,
Brazoria County,Texas,324769,,,
Brazos County,Texas,200665,,,
Brewster County,Texas,9316,,,
Briscoe County,Texas,1561,,,
Brooks County,Texas,7161,,,
Brown County,Texas,37825,,,
Burleson County,Texas,17291,,,
Burnet County,Texas,43448,,,
Caldwell County,Texas,38734,,,
Calhoun County,Texas,21609,,,
Callahan County,Texas,13517,,,
Cameron County,Texas,415557,,,
Camp County,Texas,12449,,,
Carson County,Texas,6157,,,
Cass County,Texas,30166,,,
Castro County,Texas,8164,,,
Chambers County,Texas,36196,,,
Cherokee County,Texas,51206,,,
Childress County,Texas,7029,,,
Clay County,Texas,10535,,,
Cochran County,Texas,3046,,,
Coke County,Texas,3231,,,
Coleman County,Texas,8675,,,
Collin County,Texas,834642,,,
Collingsworth County,Texas,3036,,,
Colorado County,Texas,20696,,,
Comal County,Texas,114384,,,
Comanche County,Texas,13765,,,
Concho County,Texas,4010,,,
Cooke County,Texas,38688,,,
Coryell County,Texas,77231,,,
Cottle County,Texas,1486,,,
Crane County,Texas,4562,,,
Crockett County,Texas,3743,,,
Crosby County,Texas,6126,,,
Culberson County,Texas,2290,,,
Dallam County,Texas,6996,,,
Dallas County,Texas,2453843,,,
Dawson County,Texas,13640,,,
Deaf Smith County,Texas,19360,,,
Delta County,Texas,5329,,,
Denton County,Texas,707304,,,
DeWitt County,Texas,20465,,,
Dickens County,Texas,2323,,,
Dimmit County,Texas,10461,,,
Donley County,Texas,3598,,,
Duval County,Texas,11717,,,
Eastland County,Texas,18421,,,
Ector County,Texas,144325,,,
Edwards County,Texas,1968,,,
Ellis County,Texas,153969,,,
El Paso County,Texas,827398,,,
Erath County,Texas,39321,,,
Falls County,Texas,17610,,,
Fannin County,Texas,33831,,,
Fayette County,Texas,24695,,,
Fisher County,Texas,3844,,,
Floyd County,Texas,6367,,,
Foard County,Texas,1307,,,
Fort Bend County,Texas,627293,,,
Franklin County,Texas,10640,,,
Freestone County,Texas,19515,,,
Frio County,Texas,17702,,,
Gaines County,Texas,18413,,,
Galveston County,Texas,300484,,,
Garza County,Texas,6412,,,
Gillespie County,Texas,25153,,,
Glasscock County,Texas,1259,,,
Goliad County,Texas,7351,,,
Gonzales County,Texas,20045,,,
Gray County,Texas,22978,,,
Grayson County,Texas,121935,,,
Gregg County,Texas,122658,,,
Grimes County,Texas,26783,,,
Guadalupe County,Texas,139841,,,
Hale County,Texas,36385,,,
Hall County,Texas,3293,,,
Hamilton County,Texas,8307,,,
Hansford County,Texas,5521,,,
Hardeman County,Texas,4082,,,
Hardin County,Texas,55190,,,
Harris County,Texas,4253700,,,
Harrison County,Texas,67450,,,
Hartley County,Texas,6144,,,
Haskell County,Texas,5901,,,
Hays County,Texas,168990,,,
Hemphill County,Texas,4080,,,
Henderson County,Texas,79094,,,
Hidalgo County,Texas,806552,,,
Hill County,Texas,35115,,,
Hockley County,Texas,23072,,,
Hood County,Texas,52044,,,
Hopkins County,Texas,35469,,,
Houston County,Texas,23161,,,
Howard County,Texas,35408,,,
Hudspeth County,Texas,3337,,,
Hunt County,Texas,87079,,,
Hutchinson County,Texas,21922,,,
Irion County,Texas,1573,,,
Jack County,Texas,8983,,,
Jackson County,Texas,14255,,,
Jasper County,Texas,35923,,,
Jeff Davis County,Texas,2307,,,
Jefferson County,Texas,251813,,,
Jim Hogg County,Texas,5249,,,
Jim Wells County,Texas,41754,,,
Johnson County,Texas,153441,,,
Jones County,Texas,19973,,,
Karnes County,Texas,15233,,,
Kaufman County,Texas,106753,,,
Kendall County,Texas,35956,,,
Kenedy County,Texas,431,,,
Kent County,Texas,839,,,
Kerr County,Texas,49786,,,
Kimble County,Texas,4560,,,
King County,Texas,276,,,
Kinney County,Texas,3603,,,
Kleberg County,Texas,32025,,,
Knox County,Texas,3789,,,
Lamar County,Texas,49811,,,
Lamb County,Texas,14008,,,
Lampasas County,Texas,20107,,,
La Salle County,Texas,7109,,,
Lavaca County,Texas,19468,,,
Lee County,Texas,16601,,,
Leon County,Texas,16803,,,
Liberty County,Texas,76571,,,
Limestone County,Texas,23585,,,
Lipscomb County,Texas,3480,,,
Live Oak County,Texas,11664,,,
Llano County,Texas,19085,,,
Loving County,Texas,71,,,
Lubbock County,Texas,285760,,,
Lynn County,Texas,5783,,,
McCulloch County,Texas,8313,,,
McLennan County,Texas,238707,,,
McMullen County,Texas,726,,,
Madison County,Texas,13677,,,
Marion County,Texas,10324,,,
Martin County,Texas,5017,,,
Mason County,Texas,4003,,,
Matagorda County,Texas,36547,,,
Maverick County,Texas,55365,,,
Medina County,Texas,46765,,,
Menard County,Texas,2240,,,
Midland County,Texas,146645,,,
Milam County,Texas,24157,,,
Mills County,Texas,4828,,,
Mitchell County,Texas,9336,,,
Montague County,Texas,19565,,,
Montgomery County,Texas,485047,,,
Moore County,Texas,22313,,,
Morris County,Texas,12787,,,
Motley County,Texas,1202,,,
Nacogdoches County,Texas,66034,,,
Navarro County,Texas,47979,,,
Newton County,Texas,14200,,,
Nolan County,Texas,14924,,,
Nueces County,Texas,347691,,,
Ochiltree County,Texas,10728,,,
Oldham County,Texas,2060,,,
Orange County,Texas,82977,,,
Palo Pinto County,Texas,27856,,,
Panola County,Texas,24020,,,
Parker County,Texas,119712,,,
Parmer County,Texas,10183,,,
Pecos County,Texas,15619,,,
Polk County,Texas,45656,,,
Potter County,Texas,122335,,,
Presidio County,Texas,7525,,,
Rains County,Texas,10943,,,
Randall County,Texas,125082,,,
Reagan County,Texas,3475,,,
Real County,Texas,3369,,,
Red River County,Texas,12694,,,
Reeves County,Texas,13798,,,
Refugio County,Texas,7259,,,
Roberts County,Texas,854,,,
Robertson County,Texas,16545,,,
Rockwall County,Texas,83021,,,
Runnels County,Texas,10449,,,
Rusk County,Texas,54026,,,
Sabine County,Texas,10433,,,
San Augustine County,Texas,8818,,,
San Jacinto County,Texas,27126,,,
San Patricio County,Texas,65600,,,
San Saba County,Texas,6002,,,
Schleicher County,Texas,3264,,,
Scurry County,Texas,17126,,,
Shackelford County,Texas,3356,,,
Shelby County,Texas,26019,,,
Sherman County,Texas,3073,,,
Smith County,Texas,214821,,,
Somervell County,Texas,8598,,,
Starr County,Texas,61615,,,
Stephens County,Texas,9464,,,
Sterling County,Texas,1191,,,
Stonewall County,Texas,1475,,,
Sutton County,Texas,3950,,,
Swisher County,Texas,7891,,,
Tarrant County,Texas,1880153,,,
Taylor County,Texas,133473,,,
Terrell County,Texas,917,,,
Terry County,Texas,12613,,,
Throckmorton County,Texas,1601,,,
Titus County,Texas,32663,,,
Tom Green County,Texas,113281,,,
Travis County,Texas,1095584,,,
Trinity County,Texas,14309,,,
Tyler County,Texas,21458,,,
Upshur County,Texas,39995,,,
Upton County,Texas,3283,,,
Uvalde County,Texas,26752,,,
Val Verde County,Texas,48705,,,
Van Zandt County,Texas,52427,,,
Victoria County,Texas,89269,,,
Walker County,Texas,68408,,,
Waller County,Texas,44357,,,
Ward County,Texas,10879,,,
Washington County,Texas,34093,,,
Webb County,Texas,259172,,,
Wharton County,Texas,41285,,,
Wheeler County,Texas,5626,,,
Wichita County,Texas,131559,,,
Wilbarger County,Texas,13258,,,
Willacy County,Texas,22058,,,
Williamson County,Texas,456232,,,
Wilson County,Texas,44370,,,
Winkler County,Texas,7330,,,
Wise County,Texas,60432,,,
Wood County,Texas,42022,,,
Yoakum County,Texas,8075,,,
Young County,Texas,18339,,,
Zapata County,Texas,14290,,,
Zavala County,Texas,11961,,,
Beaver County,Utah,6501,,,
Box Elder County,Utah,50171,,,
Cache County,Utah,115520,,,
Carbon County,Utah,21246,,,
Daggett County,Utah,1090,,,
Davis County,Utah,315809,,,
Duchesne County,Utah,19244,,,
Emery County,Utah,10933,,,
Garfield County,Utah,5095,,,
Grand County,Utah,9328,,,
Iron County,Utah,46750,,,
Juab County,Utah,10341,,,
Kane County,Utah,7221,,,
Millard County,Utah,12569,,,
Morgan County,Utah,9821,,,
Piute County,Utah,1524,,,
Rich County,Utah,2267,,,
Salt Lake County,Utah,1063842,,,
San Juan County,Utah,14965,,,
Sanpete County,Utah,27906,,,
Sevier County,Utah,20784,,,
Summit County,Utah,38003,,,
Tooele County,Utah,59870,,,
Uintah County,Utah,34524,,,
Utah County,Utah,540504,,,
Wasatch County,Utah,25273,,,
Washington County,Utah,144809,,,
Wayne County,Utah,2737,,,
Weber County,Utah,236640,,,
Addison County,Vermont,36745,,,
Bennington County,Vermont,36697,,,
Caledonia County,Vermont,31121,,,
Chittenden County,Vermont,158504,,,
Essex County,Vermont,6226,,,
Franklin County,Vermont,48214,,,
Grand Isle County,Vermont,6983,,,
Lamoille County,Vermont,24958,,,
Orange County,Vermont,28924,,,
Orleans County,Vermont,27109,,,
Rutland County,Vermont,60869,,,
Washington County,Vermont,59465,,,
Windham County,Vermont,43985,,,
Windsor County,Vermont,56211,,,
Accomack County,Virginia,33341,,,
Albemarle County,Virginia,102251,,,
Alleghany County,Virginia,16230,,,
Amelia County,Virginia,12759,,,
Amherst County,Virginia,32384,,,
Appomattox County,Virginia,15128,,,
Arlington County,Virginia,221045,,,
Augusta County,Virginia,73658,,,
Bath County,Virginia,4652,,,
Bedford County,Virginia,69590,,,
Bland County,Virginia,6738,,,
Botetourt County,Virginia,33154,,,
Brunswick County,Virginia,17010,,,
Buchanan County,Virginia,23859,,,
Buckingham County,Virginia,17088,,,
Campbell County,Virginia,55163,,,
Caroline County,Virginia,28972,,,
Carroll County,Virginia,29851,,,
Charles City County,Virginia,7157,,,
Charlotte County,Virginia,12404,,,
Chesterfield County,Virginia,323856,,,
Clarke County,Virginia,14323,,,
Craig County,Virginia,5213,,,
Culpeper County,Virginia,47911,,,
Cumberland County,Virginia,9849,,,
Dickenson County,Virginia,15690,,,
Dinwiddie County,Virginia,27994,,,
Essex County,Virginia,11233,,,
Fairfax County,Virginia,1118602,,,
Fauquier County,Virginia,66542,,,
Floyd County,Virginia,15390,,,
Fluvanna County,Virginia,25967,,,
Franklin County,Virginia,56411,,,
Frederick County,Virginia,80317,,,
Giles County,Virginia,16928,,,
Gloucester County,Virginia,36886,,,
Goochland County,Virginia,21347,,,
Grayson County,Virginia,15183,,,
Greene County,Virginia,18771,,,
Greensville County,Virginia,11851,,,
Halifax County,Virginia,35849,,,
Hanover County,Virginia,100668,,,
Henrico County,Virginia,314932,,,
Henry County,Virginia,52969,,,
Highland County,Virginia,2245,,,
Isle of Wight County,Virginia,35399,,,
James City County,Virginia,68967,,,
King and Queen County,Virginia,7046,,,
King George County,Virginia,24500,,,
King William County,Virginia,15981,,,
Lancaster County,Virginia,11236,,,
Lee County,Virginia,25474,,,
Loudoun County,Virginia,336898,,,
Louisa County,Virginia,33430,,,
Lunenburg County,Virginia,12588,,,
Madison County,Virginia,13200,,,
Mathews County,Virginia,8884,,,
Mecklenburg County,Virginia,31749,,,
Middlesex County,Virginia,10822,,,
Montgomery County,Virginia,95194,,,
Nelson County,Virginia,14827,,,
New Kent County,Virginia,19169,,,
Northampton County,Virginia,12226,,,
Northumberland County,Virginia,12346,,,
Nottoway County,Virginia,15830,,,
Orange County,Virginia,34246,,,
Page County,Virginia,23895,,,
Patrick County,Virginia,18451,,,
Pittsylvania County,Virginia,62807,,,
Powhatan County,Virginia,28123,,,
Prince Edward County,Virginia,23238,,,
Prince George County,Virginia,36941,,,
Prince William County,Virginia,430289,,,
Pulaski County,Virginia,34736,,,
Rappahannock County,Virginia,7456,,,
Richmond County,Virginia,9059,,,
Roanoke County,Virginia,92901,,,
Rockbridge County,Virginia,22394,,,
Rockingham County,Virginia,77391,,,
Russell County,Virginia,28445,,,
Scott County,Virginia,22781,,,
Shenandoah County,Virginia,42583,,,
Smyth County,Virginia,31718,,,
Southampton County,Virginia,18409,,,
Spotsylvania County,Virginia,125684,,,
Stafford County,Virginia,134352,,,
Surry County,Virginia,6844,,,
Sussex County,Virginia,11972,,,
Tazewell County,Virginia,44268,,,
Warren County,Virginia,38070,,,
Washington County,Virginia,55190,,,
Westmoreland County,Virginia,17524,,,
Wise County,Virginia,40918,,,
Wythe County,Virginia,29251,,,
York County,Virginia,66146,,,
"Alexandria, City of",Virginia,146294,,,
"Bedford, City of",Virginia,5964,,,
"Bristol, City of",Virginia,17662,,,
"Buena Vista, City of",Virginia,6707,,,
"Charlottesville, City of",Virginia,43956,,,
"Chesapeake, City of",Virginia,228417,,,
"Colonial Heights, City of",Virginia,17479,,,
"Covington, City of",Virginia,5771,,,
"Danville, City of",Virginia,42996,,,
"Emporia, City of",Virginia,5740,,,
"Fairfax, City of",Virginia,23461,,,
"Falls Church, City of",Virginia,13229,,,
"Franklin, City of",Virginia,8528,,,
"Fredericksburg, City of",Virginia,27307,,,
"Galax, City of",Virginia,6908,,,
"Hampton, City of",Virginia,136836,,,
"Harrisonburg, City of",Virginia,50981,,,
"Hopewell, City of",Virginia,22348,,,
"Lexington, City of",Virginia,6998,,,
"Lynchburg, City of",Virginia,77113,,,
"Manassas, City of",Virginia,40605,,,
"Manassas Park, City of",Virginia,15798,,,
"Martinsville, City of",Virginia,13733,,,
"Newport News, City of",Virginia,180726,,,
"Norfolk, City of",Virginia,245782,,,
"Norton, City of",Virginia,4068,,,
"Petersburg, City of",Virginia,31973,,,
"Poquoson, City of",Virginia,12097,,,
"Portsmouth, City of",Virginia,96470,,,
"Radford, City of",Virginia,16685,,,
"Richmond, City of",Virginia,210309,,,
"Roanoke, City of",Virginia,97469,,,
"Salem, City of",Virginia,24970,,,
"Staunton, City of",Virginia,23921,,,
"Suffolk, City of",Virginia,85181,,,
"Virginia Beach, City of",Virginia,447021,,,
"Waynesboro, City of",Virginia,21107,,,
"Williamsburg, City of",Virginia,15167,,,
"Winchester, City of",Virginia,26881,,,
Adams County,Washington,19005,,,
Asotin County,Washington,21888,,,
Benton County,Washington,182398,,,
Chelan County,Washington,73687,,,
Clallam County,Washington,71863,,,
Clark County,Washington,438287,,,
Columbia County,Washington,3995,,,
Cowlitz County,Washington,101996,,,
Douglas County,Washington,39350,,,
Ferry County,Washington,7705,,,
Franklin County,Washington,85845,,,
Garfield County,Washington,2228,,,
Grant County,Washington,91723,,,
Grays Harbor County,Washington,71692,,,
Island County,Washington,79177,,,
Jefferson County,Washington,29854,,,
King County,Washington,2007440,,,
Kitsap County,Washington,254991,,,
Kittitas County,Washington,41672,,,
Klickitat County,Washington,20699,,,
Lewis County,Washington,75621,,,
Lincoln County,Washington,10437,,,
Mason County,Washington,60832,,,
Okanogan County,Washington,41275,,,
Pacific County,Washington,20575,,,
Pend Oreille County,Washington,12980,,,
Pierce County,Washington,811681,,,
San Juan County,Washington,15824,,,
Skagit County,Washington,118222,,,
Skamania County,Washington,11187,,,
Snohomish County,Washington,733036,,,
Spokane County,Washington,475735,,,
Stevens County,Washington,43538,,,
Thurston County,Washington,258332,,,
Wahkiakum County,Washington,3993,,,
Walla Walla County,Washington,59404,,,
Whatcom County,Washington,205262,,,
Whitman County,Washington,46606,,,
Yakima County,Washington,246977,,,
Barbour County,West Virginia,16493,,,
Berkeley County,West Virginia,107098,,,
Boone County,West Virginia,24478,,,
Braxton County,West Virginia,14468,,,
Brooke County,West Virginia,23853,,,
Cabell County,West Virginia,96974,,,
Calhoun County,West Virginia,7607,,,
Clay County,West Virginia,9297,,,
Doddridge County,West Virginia,8178,,,
Fayette County,West Virginia,45869,,,
Gilmer County,West Virginia,8732,,,
Grant County,West Virginia,11816,,,
Greenbrier County,West Virginia,35820,,,
Hampshire County,West Virginia,23709,,,
Hancock County,West Virginia,30305,,,
Hardy County,West Virginia,13866,,,
Harrison County,West Virginia,69141,,,
Jackson County,West Virginia,29234,,,
Jefferson County,West Virginia,54504,,,
Kanawha County,West Virginia,192179,,,
Lewis County,West Virginia,16371,,,
Lincoln County,West Virginia,21627,,,
Logan County,West Virginia,36168,,,
McDowell County,West Virginia,21326,,,
Marion County,West Virginia,56678,,,
Marshall County,West Virginia,32674,,,
Mason County,West Virginia,27179,,,
Mercer County,West Virginia,62523,,,
Mineral County,West Virginia,27956,,,
Mingo County,West Virginia,26103,,,
Monongalia County,West Virginia,100332,,,
Monroe County,West Virginia,13463,,,
Morgan County,West Virginia,17471,,,
Nicholas County,West Virginia,26229,,,
Ohio County,West Virginia,44075,,,
Pendleton County,West Virginia,7566,,,
Pleasants County,West Virginia,7595,,,
Pocahontas County,West Virginia,8692,,,
Preston County,West Virginia,33832,,,
Putnam County,West Virginia,56435,,,
Raleigh County,West Virginia,79021,,,
Randolph County,West Virginia,29384,,,
Ritchie County,West Virginia,10236,,,
Roane County,West Virginia,14684,,,
Summers County,West Virginia,13737,,,
Taylor County,West Virginia,16991,,,
Tucker County,West Virginia,6995,,,
Tyler County,West Virginia,9037,,,
Upshur County,West Virginia,24477,,,
Wayne County,West Virginia,41649,,,
Webster County,West Virginia,9043,,,
Wetzel County,West Virginia,16422,,,
Wirt County,West Virginia,5847,,,
Wood County,West Virginia,86701,,,
Wyoming County,West Virginia,23273,,,
Adams County,Wisconsin,20679,,,
Ashland County,Wisconsin,15992,,,
Barron County,Wisconsin,45733,,,
Bayfield County,Wisconsin,15099,,,
Brown County,Wisconsin,253032,,,
Buffalo County,Wisconsin,13333,,,
Burnett County,Wisconsin,15382,,,
Calumet County,Wisconsin,49634,,,
Chippewa County,Wisconsin,62922,,,
Clark County,Wisconsin,34435,,,
Columbia County,Wisconsin,56539,,,
Crawford County,Wisconsin,16560,,,
Dane County,Wisconsin,503523,,,
Dodge County,Wisconsin,88415,,,
Door County,Wisconsin,27817,,,
Douglas County,Wisconsin,43785,,,
Dunn County,Wisconsin,44072,,,
Eau Claire County,Wisconsin,100677,,,
Florence County,Wisconsin,4482,,,
Fond du Lac County,Wisconsin,101843,,,
Forest County,Wisconsin,9206,,,
Grant County,Wisconsin,51087,,,
Green County,Wisconsin,36909,,,
Green Lake County,Wisconsin,19039,,,
Iowa County,Wisconsin,23807,,,
Iron County,Wisconsin,5934,,,
Jackson County,Wisconsin,20485,,,
Jefferson County,Wisconsin,84498,,,
Juneau County,Wisconsin,26631,,,
Kenosha County,Wisconsin,167936,,,
Kewaunee County,Wisconsin,20624,,,
La Crosse County,Wisconsin,116461,,,
Lafayette County,Wisconsin,16853,,,
Langlade County,Wisconsin,19646,,,
Lincoln County,Wisconsin,28392,,,
Manitowoc County,Wisconsin,80671,,,
Marathon County,Wisconsin,134735,,,
Marinette County,Wisconsin,41563,,,
Marquette County,Wisconsin,15205,,,
Menominee County,Wisconsin,4340,,,
Milwaukee County,Wisconsin,955205,,,
Monroe County,Wisconsin,45100,,,
Oconto County,Wisconsin,37442,,,
Oneida County,Wisconsin,35714,,,
Outagamie County,Wisconsin,178816,,,
Ozaukee County,Wisconsin,86823,,,
Pepin County,Wisconsin,7390,,,
Pierce County,Wisconsin,40814,,,
Polk County,Wisconsin,43610,,,
Portage County,Wisconsin,70433,,,
Price County,Wisconsin,13869,,,
Racine County,Wisconsin,194797,,,
Richland County,Wisconsin,17818,,,
Rock County,Wisconsin,160418,,,
Rusk County,Wisconsin,14316,,,
St. Croix County,Wisconsin,85242,,,
Sauk County,Wisconsin,62597,,,
Sawyer County,Wisconsin,16581,,,
Shawano County,Wisconsin,41607,,,
Sheboygan County,Wisconsin,115009,,,
Taylor County,Wisconsin,20486,,,
Trempealeau County,Wisconsin,29297,,,
Vernon County,Wisconsin,30260,,,
Vilas County,Wisconsin,21338,,,
Walworth County,Wisconsin,102851,,,
Washburn County,Wisconsin,15826,,,
Washington County,Wisconsin,132661,,,
Waukesha County,Wisconsin,392292,,,
Waupaca County,Wisconsin,52131,,,
Waushara County,Wisconsin,24461,,,
Winnebago County,Wisconsin,168794,,,
Wood County,Wisconsin,74424,,,
Albany County,Wyoming,37276,,,
Big Horn County,Wyoming,11794,,,
Campbell County,Wyoming,47874,,,
Carbon County,Wyoming,15666,,,
Converse County,Wyoming,14008,,,
Crook County,Wyoming,7155,,,
Fremont County,Wyoming,41110,,,
Goshen County,Wyoming,13636,,,
Hot Springs County,Wyoming,4822,,,
Johnson County,Wyoming,8615,,,
Laramie County,Wyoming,94483,,,
Lincoln County,Wyoming,17961,,,
Natrona County,Wyoming,78621,,,
Niobrara County,Wyoming,2456,,,
Park County,Wyoming,28702,,,
Platte County,Wyoming,8756,,,
Sheridan County,Wyoming,29596,,,
Sublette County,Wyoming,10368,,,
Sweetwater County,Wyoming,45267,,,
Teton County,Wyoming,21675,,,
Uinta County,Wyoming,21025,,,
Washakie County,Wyoming,8464,,,
Weston County,Wyoming,7082,,,
